# en	cn	en_ids	support	prec	level
Hook	锈蚀吊钩	255	1	0.004	suspect
Blade Lineage Mentor	剑契组 头领	32	32	1.000	ok
Cleaning	整顿	59	1	0.017	suspect
Karma	业报	109	24	0.220	suspect
Oracle	神谕	13	13	1.000	ok
Intruders	入侵者	23	18	0.783	weak
Jeong's Office	定事务所	33	33	1.000	ok
Alleyway Watchdog	巷头恶犬	33	33	1.000	ok
Tigermark Round	虎标弹	34	34	1.000	ok
Entangled Life [羅生]	罗生	2	2	1.000	ok
Left Arm	左臂	33	33	1.000	ok
Participating	参与中	61	1	0.016	suspect
Siegfried	齐格飞	23	22	0.957	ok
Rendezvous	会合	32	9	0.281	suspect
Mirror Worlds	镜像世界	27	25	0.926	ok
Fluid Sac	液囊	24	24	1.000	ok
Level Boost	等级强化	39	10	0.256	suspect
Battle Pass	战斗通行证	29	21	0.724	weak
Pearl	珍珠	43	31	0.721	weak
Sin Resistance	罪孽抗性	11	11	1.000	ok
Swordplay of the Homeland	本国剑术	29	27	0.931	ok
Paid Lunacy	付费狂气	44	42	0.955	ok
Spring Cultivation	切磋琢春	50	31	0.620	weak
Funeral	葬礼	45	22	0.489	suspect
Xue Family	薛家	33	32	0.970	ok
Textbook	教材	34	30	0.882	ok
Every Catherine	所有凯瑟琳	13	8	0.615	noise
Fuse E.G.O Gift	合成E.G.O饰品	57	3	0.053	suspect
Gamefowl	斗鸡	7	6	0.857	ok
The Ring's Docent of Fauvism	环指 野兽派讲解员	2	2	1.000	ok
Shock Centipede	电击蜈蚣	35	31	0.886	ok
Durable	硬化	16	2	0.125	suspect
Resolution	觉悟	21	1	0.048	suspect
Eye of Precognition	预知眼	27	27	1.000	ok
Lordsguard	护卫	5	5	1.000	ok
Reminiscence	追忆	28	18	0.643	weak
A Bad Dream	噩梦	2	2	1.000	ok
Screening Room	放映室	9	9	1.000	ok
Silent Regard	观望	4	4	1.000	ok
Nethersea Brand	溟痕	29	29	1.000	ok
Embers	余火	186	9	0.048	suspect
Parallel Superposition Mode	平行叠加模式	29	29	1.000	ok
Rhodes Island	罗德岛	34	34	1.000	ok
Right Arm	右臂	28	24	0.857	ok
Deal +3% damage	造成的伤害+3%	55	55	1.000	ok
Starlight Bonus	星芒奖励	40	33	0.825	weak
Will of the Prescript	指令之意	26	25	0.962	ok
Overwhelm	压制	83	4	0.048	suspect
Concentration	沉浸	24	2	0.083	suspect
Strife	争斗	25	15	0.600	weak
Heishou Pack - Wei Branch	黑兽 - 未	55	53	0.964	ok
Afterimage Entanglement	残像纠缠	28	28	1.000	ok
Dimensional Rift	次元裂痕	45	12	0.267	suspect
Load	载荷	338	15	0.044	suspect
Seonbae	前辈	14	14	1.000	ok
Harden	硬化	99	34	0.343	suspect
The Club	会所	13	9	0.692	weak
Spore	孢子	60	24	0.400	suspect
Grandeur	庄严	12	5	0.417	suspect
Mirror of Immortality	永生之镜	28	28	1.000	ok
Claim Rewards	领取奖励	10	9	0.900	ok
Homeward Bound	回家	2	1	0.500	suspect
Pink Shoes	粉红鞋	34	28	0.824	weak
Headless Ichthys	断首鱼	27	27	1.000	ok
Slash DMG Up	斩击伤害强化	27	27	1.000	ok
Wild Hunt	狂猎	31	28	0.903	ok
Candle	蜡烛	50	36	0.720	weak
Stuffed Toy	玩偶	4	4	1.000	ok
Recent	最近获得	97	3	0.031	suspect
...rity	…感	1	1	1.000	ok
Terrorist Organization	恐怖组织	23	23	1.000	ok
Green Slime	绿色黏液	28	23	0.821	weak
Dazzle	眩惑	34	23	0.676	weak
Appetite	饥渴	24	7	0.292	suspect
Reattached Curse Talisman	复贴的咒符	27	27	1.000	ok
Tarnished Blood	污血	29	27	0.931	ok
Slave	奴隶	53	15	0.283	suspect
Mirror of the Dreaming	梦中之镜	26	26	1.000	ok
Persistence	执念	23	4	0.174	suspect
Disruption	妨碍	4	2	0.500	suspect
Erlking Heathcliff	魔王希斯克利夫	12	11	0.917	ok
Rose Hunter	玫瑰猎人	28	28	1.000	ok
Grace of Stars	星之恩惠	24	24	1.000	ok
Rampage	狂暴	86	10	0.116	suspect
Bhaishajya	修复	2	2	1.000	ok
Refraction Railway Line 2	折射轨道2号线	27	26	0.963	ok
Fanaticism	狂信	2	1	0.500	suspect
Night in the Backstreets	后巷深宵	29	29	1.000	ok
Hardening	硬化	6	5	0.833	weak
Dulcinea	杜尔西内娅	29	29	1.000	ok
Acquire E.G.O Gift	获得E.G.O饰品	4	4	1.000	ok
Executor	处决	20	1	0.050	suspect
Tenacity	执念	13	2	0.154	suspect
Dihui Star [地慧星]	地慧星	3	3	1.000	ok
Maggots	蛆虫	17	16	0.941	ok
Entangled Curse Talisman	纠缠的咒符	24	24	1.000	ok
SP Heal Efficiency	理智值恢复效率	24	24	1.000	ok
Fabius	费边	30	30	1.000	ok
Clear Rewards	通关奖励	25	14	0.560	suspect
Whispers	低语	23	13	0.565	suspect
Antagonism	敌意	3	1	0.333	suspect
Consultation Session	面谈	7	7	1.000	ok
Family Hierarch Candidate	家主候选人	22	21	0.955	ok
The King in Binds	受缚之王	26	23	0.885	ok
Borrowed Time	时间租赁	21	18	0.857	ok
Rhythm	旋律	50	6	0.120	suspect
In the Past	过去状态	89	6	0.067	suspect
Prediction	预期	27	1	0.037	suspect
Gambler	赌徒	10	4	0.400	suspect
Grudge	复仇决意	54	1	0.019	suspect
Retribution	惩戒	36	3	0.083	suspect
Ice Cream	冰淇淋	29	20	0.690	weak
Non-self	无我	11	11	1.000	ok
Reload	再次装填	81	17	0.210	suspect
Desperation	迫切	30	7	0.233	suspect
Rescue	解救	52	5	0.096	suspect
Risk Levels	危险等级	22	18	0.818	weak
Plus Coin Drop	加算硬币弱化	23	23	1.000	ok
Stressed	压力	11	3	0.273	suspect
Insight	所解真知	43	12	0.279	suspect
Power-up State	强化状态	20	19	0.950	ok
Old Umbrella	旧伞	27	22	0.815	weak
Selectable	可选择	20	2	0.100	suspect
Acquired	已拥有	40	1	0.025	suspect
Valor	觉悟	13	1	0.077	suspect
Pallidification	白化	16	16	1.000	ok
School of Pointillism	点彩派	1	1	1.000	ok
Drifting Fox	流浪狐狸	25	25	1.000	ok
Compulsion	强迫	18	9	0.500	suspect
Tiantui Star [天退星]	天退星	23	23	1.000	ok
Palette Vibrante	强烈色彩	19	19	1.000	ok
Seeds	种子	24	17	0.708	weak
Vengeance Mark	报复对象	21	20	0.952	ok
Starbuck	斯达巴克	29	29	1.000	ok
Shi Huazhen	史华贞	6	6	1.000	ok
Takeoff Module - ID Uptie	跳跃成长模组 - 人格同步	49	49	1.000	ok
Projection Rate	投影度	22	22	1.000	ok
Whistles	哨声	13	8	0.615	weak
Captain of the Pequod	裴廓德号的船长	41	5	0.122	suspect
Don Quixote Hardblood Arts	堂吉诃德派硬血	23	23	1.000	ok
Pierce Fragility	突刺易损	13	13	1.000	ok
Spark of Inspiration	灵感	6	6	1.000	ok
Charmed	魅惑	19	17	0.895	ok
Photos	几张照片	34	11	0.324	suspect
Defense Level +2	防御等级+2	57	43	0.754	weak
S.Y.N.C.	折·脖	19	15	0.789	weak
Wayward Passenger	迷失的乘客	23	23	1.000	ok
Kqe-1j-23	Kqe-1j-23	23	23	1.000	ok
kqe-1j-23	Kqe-1j-23	23	23	1.000	ok
Pallid Noise	苍白的噪音	23	23	1.000	ok
Nervous Impairment	神经损伤	22	22	1.000	ok
Trinkets Sack	装饰品包裹	19	19	1.000	ok
Defense Level +1	防御等级+1	57	44	0.772	weak
Clean Up	善后	33	8	0.242	suspect
Cannot Retreat	无法撤退	24	24	1.000	ok
Raid	突袭	133	1	0.008	suspect
Overheat	过热	47	28	0.596	suspect
Mark of the Prescript	指令的印记	28	28	1.000	ok
The Book of Vengeance	复仇账簿	23	15	0.652	weak
Cultivation	琢磨	55	3	0.055	suspect
Yield My Flesh to Claim Their Bones	肉斩骨断	45	43	0.956	ok
The Dawn of Green	绿色的黎明	12	9	0.750	weak
Gaiety	愉悦	1	1	1.000	ok
Doggedness	执念	4	2	0.500	suspect
Siltcurrent	浊流	22	22	1.000	ok
Departure	离家	30	2	0.067	suspect
Anatman	无我	4	4	1.000	ok
Charm	魅惑	52	23	0.442	suspect
Wang Family	王家	23	23	1.000	ok
Hurting Teddy Bear	痛苦泰迪	22	22	1.000	ok
Fervor	狂热	24	6	0.250	suspect
Slash Fragility	斩击易损	21	21	1.000	ok
Fever	狂热	66	2	0.030	suspect
Dueling	对决	21	7	0.333	suspect
Base Power Up	基础威力提升	32	4	0.125	suspect
Splitting	分裂	33	4	0.121	suspect
Bereavement	丧失	9	8	0.889	ok
Sunshower	狐雨	22	22	1.000	ok
Chachihu	插翅虎	22	22	1.000	ok
Staunchness	觉悟	1	1	1.000	ok
Pluckiness	觉悟	1	1	1.000	ok
Relay	中介	81	1	0.012	suspect
To Remember	为记忆	46	1	0.022	suspect
Bullies	卑鄙	7	1	0.143	suspect
Final Turn Count	总计回合数	2	1	0.500	suspect
Shipping Containers	集装箱	12	12	1.000	ok
Fairy Gentleman	绅士精灵	22	21	0.955	ok
The Prescript's Target	指令对象	18	14	0.778	weak
Captivity	拘束	12	4	0.333	suspect
HP Healing Boost	体力恢复提升	24	23	0.958	ok
Starter Buffs	开局增益	23	20	0.870	ok
Drifter	漂泊	33	1	0.030	suspect
Saikai [再会]	再会	4	4	1.000	ok
The Wild Hunt	狂猎	13	10	0.769	weak
Pests	害虫	23	4	0.174	suspect
Sign of Roses	玫瑰告示牌	22	22	1.000	ok
Golden Apple	金苹果	25	17	0.680	weak
Peccatulum Invidiae	嫉妒罪种	17	16	0.941	ok
Unlock - I	解放 - I	42	40	0.952	ok
Fully Bloomed	盛放	12	10	0.833	weak
Brutality	破坏力	22	14	0.636	weak
Tingtang Boss	豆豆帮 帮主	13	12	0.923	ok
Signpost	告示牌	6	2	0.333	suspect
Civilian Recov. Pack	普通乘客复原包	17	17	1.000	ok
Elite Encounter	精锐遭遇战	21	21	1.000	ok
Simulation	模拟	23	21	0.913	ok
Full Bloom	盛放	12	5	0.417	suspect
Intoxication	醉意	2	1	0.500	suspect
Saru	猴儿	24	21	0.875	ok
Inquisition	审问异端	53	1	0.019	suspect
Viewing the Tableau	眺望	8	8	1.000	ok
Muga [無我]	无我	2	2	1.000	ok
N Corp’s Nails	N公司的尖钉	41	41	1.000	ok
Employee Card	员工证	14	12	0.857	ok
ies...	歉…	109	6	0.055	suspect
Dimensional Container	次元包	4	4	1.000	ok
My Form Empties	无我入定	20	20	1.000	ok
Yinglong	应龙	21	21	1.000	ok
Vengeance Tattoo	仇怨纹身	23	23	1.000	ok
Blunt DMG Up	打击伤害强化	18	17	0.944	ok
Frenzy	狂暴	16	10	0.625	weak
Reflux	逆流	11	11	1.000	ok
Josephine	约瑟芬	21	20	0.952	ok
Murder on the WARP Express	WARP快车谋杀案	41	38	0.927	ok
Parallel S.	平行叠加	1	1	1.000	ok
Overload	过载	24	20	0.833	weak
The Safe	保险箱	38	4	0.105	suspect
Fortitude	勇气	5	1	0.200	suspect
Old G Corp.	旧G公司	11	11	1.000	ok
A Sign	某道印记	68	12	0.176	suspect
Thermal Blades	热丝	9	9	1.000	ok
Amassed Data	情报文件	18	17	0.944	ok
Hell's Chicken	地狱鸡	9	6	0.667	weak
E.G.O Gift Compendium	E.G.O饰品图鉴	21	15	0.714	weak
The Calamity	灾难	10	7	0.700	weak
Traitor	叛徒	24	19	0.792	weak
The 5th Walpurgis Night	第5次 瓦尔普吉斯之夜	20	19	0.950	ok
The 6th Walpurgis Night	第6次 瓦尔普吉斯之夜	24	15	0.625	weak
The 8th Walpurgis Night	第8次 瓦尔普吉斯之夜	20	19	0.950	ok
Blubbering Toad	悲泣蟾蜍	19	19	1.000	ok
Four-hundred Roses	四百朵玫瑰	19	19	1.000	ok
Barbed Lasso	荆棘套索	22	19	0.864	ok
Returning Bloodlust	复还的血之冲动	17	17	1.000	ok
Final Power Up	最终威力强化	34	4	0.118	suspect
The Eye of Precognition	预知眼	6	6	1.000	ok
Wounded	先前战斗的负伤	45	1	0.022	suspect
Lin Daiyu	林黛玉	19	19	1.000	ok
Third Kindred	三代眷属	20	20	1.000	noise
Dreaming Electric Sheep	梦中的电子羊	19	18	0.947	ok
Dullahan	杜拉罕	18	18	1.000	ok
Thirsting	饥渴	3	1	0.333	suspect
Fluorescence	荧光灯	10	10	1.000	ok
Rights	权利	22	2	0.091	suspect
Featured	可能出现	21	1	0.048	suspect
Encounter Reward Cards	遭遇战奖励卡	22	22	1.000	ok
Wishmaking	祈愿	10	10	1.000	ok
Concentration	集中精神	24	3	0.125	suspect
HP Bullets	HP弹	12	12	1.000	ok
Section 1	第1区段	13	3	0.231	suspect
Skin Prophet	人皮预言者	18	18	1.000	ok
Ambling Pearl	陆行珍珠	18	18	1.000	ok
Dream-Devouring Siltcurrent	噬梦的浊流	18	18	1.000	ok
Larva	幼虫	26	25	0.962	ok
Blooming Thorn	绽放荆棘	18	18	1.000	ok
Eventide Glow (黃昏)	黄昏	2	2	1.000	ok
Clash Power Down	拼点威力降低	17	17	1.000	ok
Headstrong	顽强	9	8	0.889	ok
Take Less Damage	受到的伤害减少强化	34	4	0.118	suspect
Respite	安息之地	48	2	0.042	suspect
Bloodied Scabbard	染血剑鞘	16	15	0.938	ok
Redirect	卸力	46	4	0.087	suspect
My Lord	主公啊	76	1	0.013	suspect
Overloaded	过载	10	7	0.700	weak
Vroom-vroom	布隆布隆	26	23	0.885	ok
Seized	抢夺	124	2	0.016	suspect
Canned Experience	经验罐头	36	30	0.833	weak
Refraction Railway Line 4	折射轨道4号线	16	13	0.812	weak
Nothing happened.	什么都没有发生	28	9	0.321	suspect
Effloresced E.G.O::GasHarpoon	绽放E.G.O::燃气捕鲸叉	35	35	1.000	ok
The Knight of Despair	绝望骑士	15	15	1.000	ok
Blunt Power Up	打击威力提升	14	14	1.000	ok
HP Healing Down	体力恢复降低	13	13	1.000	ok
Body Reinforcement	肉体强化	2	2	1.000	ok
Shi Yihua	史易华	21	20	0.952	ok
Generator	发电机	33	18	0.545	suspect
Sea Terror Sample	恐鱼标本	13	13	1.000	ok
Bondage	拘束	2	2	1.000	ok
Corporism	人体派	13	12	0.923	ok
Undertake Prescript	执行指令	9	6	0.667	weak
Respite	暂息	48	1	0.021	suspect
The Front Gate	正门	16	5	0.312	suspect
To be Free from Aging and Death	不老不死	7	7	1.000	ok
Refraction Railway Line 1	折射轨道1号线	18	18	1.000	ok
Emptied	放空	20	4	0.200	suspect
Open Wound	创伤	7	6	0.857	ok
Base Power Up	基础威力强化	32	2	0.062	suspect
High-risk	高风险	22	9	0.409	suspect
Info. Team Passage	情报部	2	2	1.000	ok
Info. Team Lobby	情报部	2	2	1.000	ok
The Spider's Thread	蜘蛛网	6	3	0.500	suspect
Rest Stop	休息点	35	30	0.857	ok
Rest Bonus	休息奖励	20	20	1.000	ok
Number of E.G.O Gifts sold at Shops +1	[商店]	3	3	1.000	ok
Sells higher Tier E.G.O Gifts	[商店]	4	4	1.000	ok
Number of E.G.O Gifts sold at Shops +1	[商店]	3	3	1.000	ok
Refresh Cost -20%	[商店]	2	2	1.000	ok
E.G.O Gift purchase Cost -5%	[商店]	3	3	1.000	ok
Tier 1 E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Tier 2E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Tier 3 E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Tier 4+ E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Burn E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Bleed E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Tremor E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Rupture E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Sinking E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Poise E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Charge E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Slash E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Pierce E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Blunt E.G.O Gift purchase Cost -7.5%	[商店]	1	1	1.000	ok
Keywordless E.G.O Gift Purchase Cost -7.5%	[商店]	1	1	1.000	ok
Number of E.G.O Gifts sold at Shops +1	[商店]	3	3	1.000	ok
Tier 1 E.G.O Gift sale Cost +20%	[商店]	1	1	1.000	ok
Tier 2 E.G.O Gift sale Cost +20%	[商店]	1	1	1.000	ok
Tier 3 E.G.O Gift sale Cost +20%	[商店]	1	1	1.000	ok
Tier 4+ E.G.O Gift sale Cost +20%	[商店]	1	1	1.000	ok
Skill Replacement Cost -20%	[商店]	2	2	1.000	ok
20% chance for a Cost-free Refresh	[商店]	1	1	1.000	ok
Purchased	已购买	27	5	0.185	suspect
{0}F	{0}层	1	1	1.000	ok
Defense Mechanism	防御机制	16	16	1.000	ok
Tenacious	坚韧	16	3	0.188	suspect
Deep Breath	深呼吸	24	10	0.417	suspect
Bloodfiend Hunter	血魔猎人	14	13	0.929	ok
Borrow Time	时间租赁	8	8	1.000	ok
Kidnappers	绑匪	9	8	0.889	ok
The Diary	日记本	16	7	0.438	suspect
Roseate Desire	粉红欲望	17	17	1.000	ok
Refraction Railway Line 3	折射轨道3号线	15	15	1.000	ok
Lobotomy Corp. Headquarters	脑叶公司本部	7	7	1.000	ok
Persistence	坚韧	23	2	0.087	suspect
Accumulated Past	累积的过去	16	16	1.000	ok
Flotsam	漂流物	23	12	0.522	suspect
Extra Charge	额外消耗	1	1	1.000	ok
Bestow	指点	68	1	0.015	suspect
Lost & Found	失物招领处	34	33	0.971	ok
The Makeover	打扮	2	2	1.000	ok
Inspection	盘查	29	1	0.034	suspect
The 3rd Walpurgis Night	第3次 瓦尔普吉斯之夜	17	16	0.941	ok
Refraction Railway Line 5	折射轨道5号线	15	13	0.867	ok
The Artery	动脉	10	10	1.000	ok
Corpus Ingredient	活体材料	16	16	1.000	ok
Prescript: [Device] I	指令[终端]I	32	32	1.000	ok
Night Drifter of the Drunken Palm	醉手夜客	12	12	1.000	ok
Offense level+	攻击等级 +	2	2	1.000	ok
Unjust Enrichment	不义之财	6	4	0.667	weak
Scorchfield	灼热地带	10	10	1.000	ok
Final Power Spurt	最终威力增强	2	2	1.000	ok
Offense Level+	攻击等级 +	2	2	1.000	ok
Squalidity	污秽	3	1	0.333	suspect
Resolution	决意	21	3	0.143	suspect
Flower-burying Pin	葬花针	14	14	1.000	ok
S.E.A.	去·海·边	9	6	0.667	weak
The Spiders' Thread	蜘蛛网	2	1	0.500	suspect
The 4th Walpurgis Night	第4次 瓦尔普吉斯之夜	16	15	0.938	ok
Bloodthirst	渴血	26	5	0.192	suspect
BongBong Orange	橙子味的噗扭扭	4	4	1.000	ok
Predation	捕食	6	6	1.000	ok
사용하지 않음	未使用	5	4	0.800	weak
Floor Theme	阶层主题	13	9	0.692	weak
For the Family	为了家人	25	7	0.280	suspect
Palermitan Style	巴勒莫剑术	27	3	0.111	suspect
Golden Time	黄金时间	15	15	1.000	ok
The 2nd Walpurgis Night	第2次 瓦尔普吉斯之夜	16	15	0.938	ok
Make a Wish	祈愿	2	1	0.500	suspect
Omen Talisman	不祥符咒	16	16	1.000	ok
K Corp Ampule	K公司的安瓿	8	8	1.000	ok
Base Power Spurt	基础威力增强	2	2	1.000	ok
Overwhelmed	无措	17	3	0.176	suspect
Öufi Assoc. Director	Öufi协会收尾人 科长	1	1	1.000	ok
Maw	大嘴	75	5	0.067	suspect
Logs	记录阅览	42	1	0.024	suspect
Hatching	孵化	3	2	0.667	weak
Prosthetic Fixers	义体收尾人	3	1	0.333	suspect
Hell’s Chicken	地狱鸡	22	22	1.000	ok
Steam Transport Machine	蒸汽运输机	13	13	1.000	ok
Assist Attack	援护攻击	17	13	0.765	weak
Focused Attack	集中攻击	13	12	0.923	ok
Corpus Theater	人体观剧	16	16	1.000	ok
Pierce DMG Up	突刺伤害强化	13	13	1.000	ok
Frailness	衰弱	10	10	1.000	ok
Event Effect	事件效果	8	8	1.000	ok
Kkomi	可米	18	18	1.000	ok
Mirror of Names and Spiders	名与蛛之镜	29	29	1.000	ok
Select Sinner	选择罪人	8	5	0.625	weak
Just in Case	有备无患	48	1	0.021	suspect
My Responsibility	我来负责	15	2	0.133	suspect
Multifold Retribution	加倍奉还	10	10	1.000	ok
Introductions	自我介绍	10	4	0.400	suspect
Misconceptions	误解	2	1	0.500	suspect
Concept Incinerator	概念焚化炉	16	16	1.000	ok
R.B.	良·派	14	14	1.000	ok
Ebony Queen's Apple	黑檀女王的苹果	14	14	1.000	ok
SP Heal Efficiency Down	理智值恢复效率减少	14	14	1.000	ok
Iron Maiden	铁处女	14	14	1.000	ok
Unlock - II	解放 - II	30	28	0.933	ok
Amplitude Entanglement	振幅纠缠	13	13	1.000	ok
Blunt Fragility	打击易损	14	14	1.000	ok
Decay Ampule	崩解安瓿	18	17	0.944	ok
SP Loss Efficiency	理智值减少效率	13	13	1.000	ok
Amplitude Conversion	振幅转换	11	9	0.818	weak
Time Moratorium	时间延付	13	12	0.923	ok
Unrelenting Storm	迫近	3	2	0.667	weak
Shattermark	破碎痕	13	13	1.000	ok
The Knight of the White Moon	白月骑士	25	23	0.920	ok
Xue Pan	薛蟠	13	12	0.923	ok
The Roach Emperor	蜚蠊皇帝	6	6	1.000	ok
Mirror of Mirrors	镜中之镜	14	14	1.000	ok
Suspicion	疑心	47	3	0.064	suspect
School of Corporism	人体派	3	2	0.667	weak
Unobservable	无法观测	15	11	0.733	weak
The Weak	弱者	29	9	0.310	suspect
Attachment	依恋	27	6	0.222	suspect
Onus	压迫感	457	6	0.013	suspect
The Yellow Harpoon	蜜黄标枪	14	13	0.929	ok
Trussed	捕缚	10	10	1.000	ok
Remembrance	追悼	13	2	0.154	suspect
Regroup	重整旗鼓	19	9	0.474	suspect
Firepower	火力	10	7	0.700	weak
In the Future	未来状态	40	6	0.150	suspect
Downpour	暴雨	14	5	0.357	suspect
Fluorescent Lamp	荧光灯	5	5	1.000	ok
Sword Sharpened with Tears	泪锋之剑	11	11	1.000	ok
Free Lunacy	免费狂气	14	14	1.000	ok
The Noon of Violet	紫罗兰的正午	15	14	0.933	ok
The Dusk of Amber	琥珀色的黄昏	14	13	0.929	ok
Summary	概要	23	2	0.087	suspect
Unacquired	未拥有	3	2	0.667	weak
Impale	剜出	61	1	0.016	suspect
The Ring Fauvist Student	环指 野兽派学徒	16	11	0.688	weak
oh no	本不该如此	32	1	0.031	suspect
Baile y Rola	舞蹈	4	1	0.250	suspect
The Hierarchy	排名	5	2	0.400	suspect
Terra	泰拉	32	17	0.531	suspect
Combat Capability	战斗力	6	4	0.667	weak
Impurity	不洁	8	5	0.625	weak
Tangle	捆缚	283	6	0.021	suspect
Savage Tigermark Round	猛虎标弹	14	14	1.000	ok
Degraded Corrosion	劣化侵蚀	13	13	1.000	ok
Moonlight	月华	27	3	0.111	suspect
Rags	破布	32	5	0.156	suspect
Baba Yaga	芭芭雅嘎	15	15	1.000	ok
Nocturnal Sweeping BokGak	深夜清扫 复刻	14	12	0.857	ok
Fair Winds	顺风	1	1	1.000	ok
Strife	斗争	25	1	0.040	suspect
Standby	待命状态	25	7	0.280	suspect
Xue Baochai	薛宝钗	13	12	0.923	ok
N Corp. Fanatic	N公司狂信徒	15	15	1.000	ok
So That No One Will Cry	因而无人哭泣	25	25	1.000	ok
Fairy-Long-Legs	长腿精灵	12	12	1.000	ok
Distorted Hohenheim	扭曲的霍恩海姆	11	11	1.000	ok
Training Team Captain	培训部队长	16	10	0.625	weak
Blood Sac	血囊	13	12	0.923	ok
Sinking Deluge	沉沦泛滥	11	11	1.000	ok
Overcharge	过度充能	18	15	0.833	weak
Enkephalin Box	脑啡肽盒子	16	16	1.000	ok
Severed Thread	被斩断的线	10	10	1.000	ok
2 Gifts	2件	1	1	1.000	ok
Choice Effects	事件效果	1	1	1.000	ok
Default	默认	23	6	0.261	suspect
Frenzy	热气	16	2	0.125	suspect
Reinforcements	战力强化	35	3	0.086	suspect
...ked	…记	1	1	1.000	ok
Sharp Edge	利刃	8	4	0.500	suspect
Reclaiming	夺回	2	1	0.500	suspect
The Carousel	旋转木马	8	8	1.000	ok
Poisonous Dimension	剧毒沸腾的次元	12	12	1.000	ok
Blood-tinged Scissorblades II	染血的剪刃II	14	14	1.000	ok
Bloodied Hand II	染血之手II	14	14	1.000	ok
Hardblood II	硬血II	14	14	1.000	ok
Thrashing to Hatch	为破卵而出的挣扎	12	12	1.000	ok
Plus Coin Boost	加算硬币强化	12	12	1.000	ok
Pink Ribbons	粉红丝带	14	6	0.429	suspect
Photoelectricity	光电	14	2	0.143	suspect
Blue Sand	青沙	11	11	1.000	ok
Resentful Scabbard	寄宿怨恨的剑鞘	10	10	1.000	ok
Clash Power Spurt	拼点威力增强	2	2	1.000	ok
Mounting Trials	追加的苦难	18	8	0.444	suspect
Shelter	避难所	33	2	0.061	suspect
Dodoru	多多鲁	17	16	0.941	ok
Rufo	卢佛	14	13	0.929	ok
Mariachi Alegre	阳光的流浪乐队成员	3	3	1.000	ok
Inverted Scale	逆鳞	9	8	0.889	ok
Featured	可出现	21	2	0.095	suspect
NOTHING TO SEE HERE	不该出现的文本	6	6	1.000	ok
Clear Rewards	清剿奖励	25	3	0.120	suspect
Violin	小提琴	13	13	1.000	ok
Second Kindred	二代眷属	14	13	0.929	noise
Perky Penguins	企鹅班	13	12	0.923	ok
Coagulated Blood	硬化血液	4	2	0.500	suspect
Resonant	共振	12	5	0.417	suspect
Gaze of Contempt	轻蔑的视线	9	9	1.000	ok
Denial [不許]	不许	2	2	1.000	ok
Faint Aroma	余香	8	8	1.000	ok
