# Limbus Company 英→中术语表（来源：官方术语文件 + 零协会汉化，四语 id 对齐）
# en	cn	出现次数(en+cn)	source
Application	入职	74	StageNode1-4.json
Morale Boost	昂扬	73	BattleKeywords.json
Identity Training Ticket II	人格训练券II	73	Items.json
Vessel Masas	大众号	73	StageNode91-20.json
Doomsday Calendar	终末日历	72	AbnormalityGuides.json
Bugger…	妈的…	72	Passives.json
Purification	净化	72	StageNode1-3.json
Regeneration Ampules	再生安瓿	72	StageNode1-4.json
Wayfarer	旅者	72	StageNode91-25.json
Capture	捕获	71	BattleKeywords-a1c5p3.json
Miracle in District 20	20区的奇迹	71	MirrorDungeonTheme-1.json
The Red Gaze	猩红视线	71	Passives.json
Line 6	6号线	71	RailwayDungeon.json
Monolith	独石	71	StoryTheaterDanteNote_6.json
Assist Defense	援护防御	70	BattleKeywords-a1c5p3.json
Withered	衰老	70	BattleKeywords-a1c7p1.json
Maddened	疯狂	70	BattleKeywords.json
Aida	艾达	70	Enemies.json
Backing	援护	70	Passives.json
Determination	决意	70	Passives_Abnormality.json
Erlking	魔王	70	StageNode-a1c6p3.json
Wayward	彷徨	70	StageNode-a1c9p1.json
The Smoke War	烟霾战争	70	StoryTheaterDanteNote_11.json
Charge Barrier	充能力场	69	BattleKeywords.json
Control Team Captain	控制部队长	69	BattleKeywords.json
Anguish	烦恼	69	BattleKeywords.json
Bridle	枷锁	69	BattleKeywords_Mirror7.json
Roots	根部	69	Enemies.json
Line 3	3号线	69	MirrorDungeonTheme-1.json
Deactivate	关闭	69	MirrorDungeonUI_3.json
Yihongyuan	怡红院	69	StageNode-a1c8p1.json
Molar Office	臼齿事务所	69	UnitKeyword.json
Pallidified	白化	69	UnitKeyword.json
Blind Obsession	盲目	68	BattleKeywords-a1c5p3.json
Welfare Team Captain	福利部队长	68	BattleKeywords-walpu8.json
Twining Threads	绞丝结线	68	MirrorDungeonTheme-1.json
Hook	锈蚀吊钩	68	Passives.json
Blade Lineage Mentor	剑契组 头领	68	Passives_Assist-exme.json
Cleaning	整顿	68	Passives_Enemy-a1c6p1.json
Oracle	神谕	67	EGOgift_MirrorDungeon.json
Intruders	入侵者	67	StageNode-a1c8p1.json
Jeong's Office	定事务所	67	UnitKeyword.json
Alleyway Watchdog	巷头恶犬	66	AbnormalityGuides.json
Tigermark Round	虎标弹	66	BattleKeywords-a1c8p3.json
Entangled Life [羅生]	罗生	66	BattleKeywords-a1c9p3.json
Left Arm	左臂	66	Enemies-a1c5p1.json
Participating	参与中	66	MirrorDungeonUI_3.json
Siegfried	齐格飞	66	StageNode1-3.json
Rendezvous	会合	66	StageNode91-27.json
Mirror Worlds	镜像世界	66	StoryTheaterDanteNote_8.json
Fluid Sac	液囊	65	BattleKeywords.json
Level Boost	等级强化	65	BattleKeywords_Mirror6.json
Battle Pass	战斗通行证	65	BattlePass.json
Pearl	珍珠	65	Enemies-a1c5p3.json
Sin Resistance	罪孽抗性	65	Passives_Abnormality-a1c6p2.json
Swordplay of the Homeland	本国剑术	64	BattleKeywords.json
Paid Lunacy	付费狂气	64	Items.json
Spring Cultivation	切磋琢春	64	MirrorDungeonTheme-1.json
Funeral	葬礼	64	StageNode91-25.json
Xue Family	薛家	64	UnitKeyword-a1c8p2.json
Textbook	教材	63	Bufs-a1c9p1.json
Every Catherine	所有凯瑟琳	63	Enemies-a1c6p3.json
Fuse E.G.O Gift	合成E.G.O饰品	63	MirrorDungeonUI_3.json
Gamefowl	斗鸡	63	Passives.json
The Ring's Docent of Fauvism	环指 野兽派讲解员	63	Passives_Abnormality-twth.json
Shock Centipede	电击蜈蚣	62	AbEvents.json
Durable	硬化	62	BattleKeywords_Mirror4.json
Resolution	觉悟	62	Passives.json
Eye of Precognition	预知眼	61	BattleKeywords-a1c9p3.json
Lordsguard	护卫	61	BattleKeywords.json
Reminiscence	追忆	61	EGOgift_MirrorDungeon.json
A Bad Dream	噩梦	61	StageNode1-3.json
Screening Room	放映室	61	StageNode1-4.json
Silent Regard	观望	60	BattleKeywords-a1c9p2.json
Nethersea Brand	溟痕	60	BattleKeywords-pilgrimage.json
Embers	余火	60	BattleKeywords.json
Parallel Superposition Mode	平行叠加模式	60	MirrorDungeonUI_5_InfinityFloor.json
Rhodes Island	罗德岛	60	StageNode91-20.json
Right Arm	右臂	59	Enemies-a1c5p1.json
Deal +3% damage	造成的伤害+3%	59	MirrorDungeonUI_2.json
Starlight Bonus	星芒奖励	59	MirrorDungeonUI_5.json
Will of the Prescript	指令之意	59	Passives.json
Overwhelm	压制	59	Passives_Abnormality-a1c8p2.json
Concentration	沉浸	59	Passives_Abnormality-a1c9p3.json
Strife	争斗	59	StageNode91-7.json
Heishou Pack - Wei Branch	黑兽 - 未	59	UnitKeyword.json
Afterimage Entanglement	残像纠缠	58	BattleKeywords-a1c9p2.json
Dimensional Rift	次元裂痕	58	BattleKeywords.json
Seonbae	前辈	58	Passives.json
Harden	硬化	58	Passives_Abnormality-a1c5p3.json
The Club	会所	58	StageNode-a1c5p1.json
Spore	孢子	57	BattleKeywords.json
Grandeur	庄严	57	EGOgift_MirrorDungeon.json
Mirror of Immortality	永生之镜	57	MirrorDungeonName.json
Claim Rewards	领取奖励	57	MirrorDungeonUI.json
Homeward Bound	回家	57	StageNode-a1c9p2.json
Pink Shoes	粉红鞋	56	AbnormalityGuides-a1c9p1.json
Headless Ichthys	断首鱼	56	AbnormalityGuides.json
Slash DMG Up	斩击伤害强化	56	BattleKeywords.json
Wild Hunt	狂猎	56	BattleKeywords.json
Candle	蜡烛	56	Enemies-a1c5p3.json
Stuffed Toy	玩偶	56	Enemies_Refraction6.json
Recent	最近获得	56	MirrorDungeonUI_7.json
Terrorist Organization	恐怖组织	56	StageNode1-4.json
Green Slime	绿色黏液	55	BattleKeywords-a1c5p3.json
Dazzle	眩惑	55	BattleKeywords-a1c9p3.json
Appetite	饥渴	55	BattleKeywords.json
Reattached Curse Talisman	复贴的咒符	55	BattleKeywords.json
Tarnished Blood	污血	55	BattleKeywords.json
Slave	奴隶	55	Enemies.json
Mirror of the Dreaming	梦中之镜	55	MirrorDungeonName.json
Persistence	执念	55	Passives_Enemy.json
Disruption	妨碍	55	StageNode-a1c8p1.json
Erlking Heathcliff	魔王希斯克利夫	54	AbEvents-a1c6p2.json
Rose Hunter	玫瑰猎人	54	AbEvents-a1c7p3.json
Grace of Stars	星之恩惠	54	MirrorDungeonUI_5.json
Rampage	狂暴	54	Passives_Abnormality-a1c8p2.json
Bhaishajya	修复	54	Passives_Abnormality_Refraction.json
Refraction Railway Line 2	折射轨道2号线	54	StoryTheaterDanteNote_4.json
Fanaticism	狂信	53	ActionEvents.json
Night in the Backstreets	后巷深宵	53	BattleKeywords-a1c9116.json
Hardening	硬化	53	Bufs.json
Dulcinea	杜尔西内娅	53	Enemies-a1c7p2.json
Acquire E.G.O Gift	获得E.G.O饰品	53	MirrorDungeonUI_3.json
Executor	处决	53	Passives.json
Tenacity	执念	53	Passives.json
Dihui Star [地慧星]	地慧星	53	Passives.json
Maggots	蛆虫	52	BattleKeywords.json
Entangled Curse Talisman	纠缠的咒符	52	BattleKeywords.json
SP Heal Efficiency	理智值恢复效率	52	BattleKeywords.json
Fabius	费边	52	Enemies-pilgrimage.json
Clear Rewards	通关奖励	52	MirrorDungeonUI_2.json
Whispers	低语	52	Passives.json
Antagonism	敌意	52	Passives_Abnormality-a1c6p3.json
Consultation Session	面谈	52	StageNode91-27.json
Family Hierarch Candidate	家主候选人	52	UnitKeyword-a1c7p2.json
The King in Binds	受缚之王	51	AbEvents_Refraction4.json
Borrowed Time	时间租赁	51	BattleKeywords.json
Rhythm	旋律	51	BattleKeywords.json
In the Past	过去状态	51	BattleKeywords_Refraction6.json
Prediction	预期	51	MirrorDungeonUI_3.json
Gambler	赌徒	51	Passives.json
Grudge	复仇决意	51	Passives.json
Retribution	惩戒	51	Passives_Enemy.json
Ice Cream	冰淇淋	51	StageNode-a1c5p1.json
Non-self	无我	51	StageNode-a1c9p3.json
Reload	再次装填	50	BattleKeywords-walpu4.json
Desperation	迫切	50	Passives.json
Rescue	解救	50	Passives_Abnormality_Refraction3.json
Risk Levels	危险等级	50	StoryTheaterDanteNote_6.json
Plus Coin Drop	加算硬币弱化	49	BattleKeywords.json
Stressed	压力	49	BattleKeywords.json
Insight	所解真知	49	BattleKeywords.json
Power-up State	强化状态	49	BattleKeywords_Refraction2.json
Old Umbrella	旧伞	49	Enemies-a1c5p1.json
Selectable	可选择	49	MirrorDungeonUI_4.json
Acquired	已拥有	49	MirrorDungeonUI_7.json
Valor	觉悟	49	Passives.json
Pallidification	白化	49	Passives_Enemy-a1c5p2.json
School of Pointillism	点彩派	49	UnitKeyword.json
Drifting Fox	流浪狐狸	48	AbEvents.json
Compulsion	强迫	48	BattleKeywords-a1c5p1.json
Tiantui Star [天退星]	天退星	48	BattleKeywords-a1c8p3.json
Palette Vibrante	强烈色彩	48	BattleKeywords-twth.json
Seeds	种子	48	BattleKeywords.json
Vengeance Mark	报复对象	48	BattleKeywords.json
Starbuck	斯达巴克	48	Enemies-a1c5p3.json
Shi Huazhen	史华贞	48	Enemies-a1c8p2.json
Takeoff Module - ID Uptie	跳跃成长模组 - 人格同步	48	Items.json
Projection Rate	投影度	48	MirrorDungeonUI_6.json
Whistles	哨声	48	Passives.json
Captain of the Pequod	裴廓德号的船长	48	Passives.json
Don Quixote Hardblood Arts	堂吉诃德派硬血	48	Passives_Abnormality-a1c7p3.json
Pierce Fragility	突刺易损	47	BattleKeywords.json
Spark of Inspiration	灵感	47	BattleKeywords_Mirror7.json
Charmed	魅惑	47	BattleKeywords_Refraction2.json
Photos	几张照片	47	Items.json
Defense Level +2	防御等级+2	47	MirrorDungeonUI_2.json
S.Y.N.C.	折·脖	47	StageNode1-2.json
Wayward Passenger	迷失的乘客	46	AbEvents-a1c9p2.json
Kqe-1j-23	Kqe-1j-23	46	AbEvents.json
kqe-1j-23	Kqe-1j-23	46	AbnormalityGuides.json
Pallid Noise	苍白的噪音	46	BattleKeywords-a1c5p2.json
Nervous Impairment	神经损伤	46	BattleKeywords-pilgrimage.json
Trinkets Sack	装饰品包裹	46	Items.json
Defense Level +1	防御等级+1	46	MirrorDungeonUI_2.json
Clean Up	善后	46	Passives-ycgd.json
Cannot Retreat	无法撤退	46	Passives_Abnormality-a1c6p3.json
Raid	突袭	46	StageNode1-4.json
Overheat	过热	45	BattleKeywords-a1c8p3.json
Mark of the Prescript	指令的印记	45	BattleKeywords-a1c9p1.json
The Book of Vengeance	复仇账簿	45	BattleKeywords-a1c9p3.json
Cultivation	琢磨	45	EGOgift_MirrorDungeon-EventTheme_2.json
Yield My Flesh to Claim Their Bones	肉斩骨断	45	MirrorDungeonTheme-1.json
The Dawn of Green	绿色的黎明	45	MirrorDungeonTheme-1.json
Gaiety	愉悦	45	Passives.json
Doggedness	执念	45	Passives.json
Siltcurrent	浊流	45	Passives_Abnormality-a1c5p3.json
Departure	离家	45	Passives_Abnormality-a1c8p3.json
Anatman	无我	45	Passives_Abnormality_Refraction.json
Charm	魅惑	45	StageNode-a1c9p1.json
Wang Family	王家	45	UnitKeyword-a1c8p2.json
Hurting Teddy Bear	痛苦泰迪	44	AbnormalityGuides-a1c7p3.json
Fervor	狂热	44	BattleKeywords-a1c9p3.json
Slash Fragility	斩击易损	44	BattleKeywords.json
Fever	狂热	44	BattleKeywords.json
Dueling	对决	44	BattleKeywords.json
Base Power Up	基础威力提升	44	BattleKeywords.json
Splitting	分裂	44	Bufs-a1c6p1.json
Bereavement	丧失	44	Bufs-a1c6p1.json
Sunshower	狐雨	44	EGOgift_MirrorDungeon.json
Chachihu	插翅虎	44	MirrorDungeonTheme-1.json
Staunchness	觉悟	44	Passives.json
Pluckiness	觉悟	44	Passives.json
Relay	中介	44	Passives.json
To Remember	为记忆	44	Passives_Abnormality-a1c7p3.json
Bullies	卑鄙	44	Passives_Enemy-a1c7p1.json
Final Turn Count	总计回合数	44	RailwayDungeonUI.json
Shipping Containers	集装箱	44	StageNode-a1c5p1.json
Fairy Gentleman	绅士精灵	43	AbEvents.json
The Prescript's Target	指令对象	43	BattleKeywords-a1c9p1.json
Captivity	拘束	43	BattleKeywords.json
HP Healing Boost	体力恢复提升	43	BattleKeywords.json
Starter Buffs	开局增益	43	MirrorDungeonUI_3.json
Drifter	漂泊	43	Passives.json
Saikai [再会]	再会	43	Passives.json
The Wild Hunt	狂猎	43	StageNode-a1c6p3.json
Pests	害虫	43	StageNode1-1.json
Sign of Roses	玫瑰告示牌	42	AbEvents_Refraction2.json
Golden Apple	金苹果	42	AbnormalityGuides.json
Peccatulum Invidiae	嫉妒罪种	42	AbnormalityGuides_Refraction4.json
Unlock - I	解放 - I	42	BattleKeywords-a1c9p2.json
Fully Bloomed	盛放	42	BattleKeywords.json
Brutality	破坏力	42	BattleKeywords_Mirror5.json
Tingtang Boss	豆豆帮 帮主	42	Enemies.json
Signpost	告示牌	42	Enemies_Refraction2.json
Civilian Recov. Pack	普通乘客复原包	42	Items.json
Elite Encounter	精锐遭遇战	42	MirrorDungeonUI_4.json
Simulation	模拟	42	MirrorDungeonUI_4.json
Full Bloom	盛放	42	Passives.json
Intoxication	醉意	42	Passives_Enemy.json
Saru	猴儿	42	StageNode91-25.json
Inquisition	审问异端	41	ActionEvents.json
Viewing the Tableau	眺望	41	BattleKeywords-a1c9p3.json
Muga [無我]	无我	41	BattleKeywords-a1c9p3.json
N Corp’s Nails	N公司的尖钉	41	BattleKeywords.json
Employee Card	员工证	41	EGOgift_MirrorDungeon.json
ies...	歉…	41	Passives_Enemy-a1c6p3.json
Dimensional Container	次元包	41	StoryTheaterDanteNote_8.json
My Form Empties	无我入定	40	AbEvents.json
Yinglong	应龙	40	AbnormalityGuides_Refraction6.json
Vengeance Tattoo	仇怨纹身	40	BattleKeywords-BossRaid.json
Blunt DMG Up	打击伤害强化	40	BattleKeywords.json
Frenzy	狂暴	40	BattleKeywords.json
Reflux	逆流	40	BattleKeywords.json
Josephine	约瑟芬	40	Enemies-a1c6p1.json
Murder on the WARP Express	WARP快车谋杀案	40	MirrorDungeonTheme-1.json
Parallel S.	平行叠加	40	MirrorDungeonUI_5_InfinityFloor.json
Overload	过载	40	Passives_Abnormality_Refraction.json
The Safe	保险箱	40	StageNode-a1c9p2.json
Fortitude	勇气	40	StageNode1-3.json
Old G Corp.	旧G公司	40	UnitKeyword-a1c9p3.json
A Sign	某道印记	39	BattleKeywords-cultivation.json
Thermal Blades	热丝	39	BattleKeywords.json
Amassed Data	情报文件	39	Items.json
Hell's Chicken	地狱鸡	39	MirrorDungeonTheme-1.json
E.G.O Gift Compendium	E.G.O饰品图鉴	39	MirrorDungeonUI.json
The Calamity	灾难	39	StageNode-a1c5p2.json
Traitor	叛徒	39	StageNode1-4.json
The 5th Walpurgis Night	第5次 瓦尔普吉斯之夜	39	StageNode91-13.json
The 6th Walpurgis Night	第6次 瓦尔普吉斯之夜	39	StageNode91-17.json
The 8th Walpurgis Night	第8次 瓦尔普吉斯之夜	39	StageNode91-23.json
Blubbering Toad	悲泣蟾蜍	38	AbEvents.json
Four-hundred Roses	四百朵玫瑰	38	AbEvents_Refraction5.json
Barbed Lasso	荆棘套索	38	BattleKeywords-a1c7p3.json
Returning Bloodlust	复还的血之冲动	38	BattleKeywords-a1c7p3.json
Final Power Up	最终威力强化	38	BattleKeywords_Mirror3.json
EXTREME	EXTREME	38	MirrorDungeonUI_5.json
The Eye of Precognition	预知眼	38	Passives.json
Wounded	先前战斗的负伤	38	Passives_Abnormality-a1c8p2.json
Lin Daiyu	林黛玉	38	StageNode-a1c8p1.json
Third Kindred	三代眷属	38	UnitKeyword-a1c7p1.json
Dreaming Electric Sheep	梦中的电子羊	37	AbEvents_Refraction4.json
Dullahan	杜拉罕	37	BattleKeywords.json
Thirsting	饥渴	37	Bufs.json
Fluorescence	荧光灯	37	Enemies-a1c5p3.json
Rights	权利	37	MirrorDungeonUI_2.json
Featured	可能出现	37	MirrorDungeonUI_4.json
Encounter Reward Cards	遭遇战奖励卡	37	MirrorDungeonUI_4.json
Wishmaking	祈愿	37	MirrorDungeonUI_6.json
Concentration	集中精神	37	Passives.json
HP Bullets	HP弹	37	Passives_Abnormality_Refraction1BokGak.json
Section 1	第1区段	37	RailwayDungeonUI_4.json
Skin Prophet	人皮预言者	36	AbEvents-a1c5p3.json
Ambling Pearl	陆行珍珠	36	AbEvents-a1c5p3.json
Dream-Devouring Siltcurrent	噬梦的浊流	36	AbEvents-a1c5p3.json
Larva	幼虫	36	BattleKeywords-a1c5p3.json
Blooming Thorn	绽放荆棘	36	BattleKeywords-a1c7p2.json
Eventide Glow (黃昏)	黄昏	36	BattleKeywords-a1c9p3.json
Clash Power Down	拼点威力降低	36	BattleKeywords-tkt.json
Defense Power Up	守备威力强化	36	BattleKeywords_Mirror3.json
Headstrong	顽强	36	BattleKeywords_Mirror3.json
Take Less Damage	受到的伤害减少强化	36	BattleKeywords_Mirror4.json
Respite	安息之地	36	EGOgift_MirrorDungeon.json
Bloodied Scabbard	染血剑鞘	36	Items.json
Redirect	卸力	36	Passives.json
My Lord	主公啊	36	Passives_Abnormality-a1c8p2.json
Overloaded	过载	36	Passives_Abnormality-a1c9p3.json
Vroom-vroom	布隆布隆	36	StageNode1-1.json
Seized	抢夺	36	StageNode1-4.json
Canned Experience	经验罐头	36	StoryTheaterDanteNote_13.json
Refraction Railway Line 4	折射轨道4号线	36	StoryTheaterDanteNote_7.json
Nothing happened.	什么都没有发生	35	AbEventsResultLog_Refraction4.json
Effloresced E.G.O::GasHarpoon	绽放E.G.O::燃气捕鲸叉	35	AbnormalityGuides-a1c5p3.json
The Knight of Despair	绝望骑士	35	AbnormalityGuides-walpu6.json
Blunt Power Up	打击威力提升	35	BattleKeywords.json
HP Healing Down	体力恢复降低	35	BattleKeywords.json
Body Reinforcement	肉体强化	35	BattleKeywords_Mirror4.json
Shi Yihua	史易华	35	Enemies-a1c8p2.json
Generator	发电机	35	Enemies.json
Sea Terror Sample	恐鱼标本	35	Items.json
Bondage	拘束	35	Passives_Abnormality-a1c9p3.json
Corporism	人体派	35	Passives_Abnormality-a1c9p3.json
Undertake Prescript	执行指令	35	Passives_Abnormality-mr7.json
Respite	暂息	35	Passives_Abnormality-walpu6.json
The Front Gate	正门	35	StageNode-a1c6p1.json
To be Free from Aging and Death	不老不死	35	StageNode-a1c8p1.json
Refraction Railway Line 1	折射轨道1号线	35	StoryTheaterDanteNote_4.json
Emptied	放空	34	BattleKeywords.json
Open Wound	创伤	34	BattleKeywords.json
Base Power Up	基础威力强化	34	BattleKeywords_Mirror3.json
High-risk	高风险	34	BattleKeywords_Refraction5.json
Info. Team Passage	情报部	34	
Info. Team Lobby	情报部	34	
The Spider's Thread	蜘蛛网	34	EGOgift_MirrorDungeon_7.json
Rest Stop	休息点	34	MirrorDungeonUI_2.json
Rest Bonus	休息奖励	34	MirrorDungeonUI_3.json
Number of E.G.O Gifts sold at Shops +1	[商店]	34	
Sells higher Tier E.G.O Gifts	[商店]	34	
Number of E.G.O Gifts sold at Shops +1	[商店]	34	
Refresh Cost -20%	[商店]	34	
E.G.O Gift purchase Cost -5%	[商店]	34	
Tier 1 E.G.O Gift purchase Cost -7.5%	[商店]	34	
Tier 2E.G.O Gift purchase Cost -7.5%	[商店]	34	
Tier 3 E.G.O Gift purchase Cost -7.5%	[商店]	34	
Tier 4+ E.G.O Gift purchase Cost -7.5%	[商店]	34	
Burn E.G.O Gift purchase Cost -7.5%	[商店]	34	
Bleed E.G.O Gift purchase Cost -7.5%	[商店]	34	
Tremor E.G.O Gift purchase Cost -7.5%	[商店]	34	
Rupture E.G.O Gift purchase Cost -7.5%	[商店]	34	
Sinking E.G.O Gift purchase Cost -7.5%	[商店]	34	
Poise E.G.O Gift purchase Cost -7.5%	[商店]	34	
Charge E.G.O Gift purchase Cost -7.5%	[商店]	34	
Slash E.G.O Gift purchase Cost -7.5%	[商店]	34	
Pierce E.G.O Gift purchase Cost -7.5%	[商店]	34	
Blunt E.G.O Gift purchase Cost -7.5%	[商店]	34	
Keywordless E.G.O Gift Purchase Cost -7.5%	[商店]	34	
Number of E.G.O Gifts sold at Shops +1	[商店]	34	
Tier 1 E.G.O Gift sale Cost +20%	[商店]	34	
Tier 2 E.G.O Gift sale Cost +20%	[商店]	34	
Tier 3 E.G.O Gift sale Cost +20%	[商店]	34	
Tier 4+ E.G.O Gift sale Cost +20%	[商店]	34	
Skill Replacement Cost -20%	[商店]	34	
20% chance for a Cost-free Refresh	[商店]	34	
Purchased	已购买	34	MirrorDungeonUI_5.json
Defense Mechanism	防御机制	34	Passives_Abnormality-a1c9p3.json
Tenacious	坚韧	34	Passives_Abnormality-mowe.json
Deep Breath	深呼吸	34	Passives_Abnormality_Refraction5.json
Bloodfiend Hunter	血魔猎人	34	Passives_Enemy-a1c7p1.json
Borrow Time	时间租赁	34	Passives_Enemy-tkt.json
Kidnappers	绑匪	34	StageNode-a1c5p1.json
The Diary	日记本	34	StageNode-a1c6p1.json
Roseate Desire	粉红欲望	34	StageNode-a1c9p1.json
Refraction Railway Line 3	折射轨道3号线	34	StoryTheaterDanteNote_6.json
Lobotomy Corp. Headquarters	脑叶公司本部	34	UnitKeyword.json
Persistence	坚韧	33	BattleKeywords-a1c9116.json
Accumulated Past	累积的过去	33	BattleKeywords-tkt-re.json
Flotsam	漂流物	33	Enemies-a1c5p3.json
Extra Charge	额外消耗	33	MirrorDungeonUI_6.json
Bestow	指点	33	Passives.json
Lost & Found	失物招领处	33	RailwayDungeonUI.json
The Makeover	打扮	33	StageNode-a1c6p1.json
Inspection	盘查	33	StageNode1-3.json
The 3rd Walpurgis Night	第3次 瓦尔普吉斯之夜	33	StageNode91-8.json
Refraction Railway Line 5	折射轨道5号线	33	StoryTheaterDanteNote_10.json
The Artery	动脉	32	ActionEvents-a1c5p3.json
Corpus Ingredient	活体材料	32	BattleKeywords-a1c9p1.json
Prescript: [Device] I	指令[终端]I	32	BattleKeywords-a1c9p2.json
Night Drifter of the Drunken Palm	醉手夜客	32	BattleKeywords-cultivation.json
Offense level+	攻击等级 +	32	BattleKeywords.json
Unjust Enrichment	不义之财	32	BattleKeywords.json
Scorchfield	灼热地带	32	BattleKeywords.json
Final Power Spurt	最终威力增强	32	BattleKeywords_Mirror5.json
Offense Level+	攻击等级 +	32	Bufs.json
Squalidity	污秽	32	EGOgift_MirrorDungeon-StoryTheme.json
Resolution	决意	32	EGOgift_MirrorDungeon.json
Flower-burying Pin	葬花针	32	Enemies_Refraction6.json
S.E.A.	去·海·边	32	MirrorDungeonTheme-1.json
The Spiders' Thread	蜘蛛网	32	StageNode-a1c9p1.json
