# en	cn	en_hits	cn_hits	source
The Battle's End	战斗结束	5	92	Passives_Abnormality-a1c8p2.json
Heishou Pack - Si Branch	黑兽 - 巳	0	97	UnitKeyword.json
Fanatic	狂信	45	51	BattleKeywords.json
Details	详细内容	90	6	MirrorDungeonUI_6.json
Portrait	肖像画	80	15	AbnormalityGuides_Refraction4.json
Magic Bullet	魔弹	43	52	BattleKeywords.json
Owned	已拥有	81	14	MirrorDungeonUI_6.json
Cans	罐头	28	67	StageNode91-27.json
Ruin	破灭	56	38	BattleKeywords.json
Heathcliff?	希斯克利夫？	0	94	Enemies-a1c6p2.json
Analytic Eye	分析	1	93	Passives.json
Observational Eye	分析	1	93	Passives.json
Tieqiu Crew	铁工会	35	59	UnitKeyword.json
Refresh	刷新	41	52	MirrorDungeonUI_3.json
Bud	花蕾	77	15	Enemies.json
Details	详细情报	90	2	RailwayDungeonUI.json
Immobilized	无法行动	21	70	Bufs.json
Season 3	第3赛季	45	46	SeasonTitle.json
Bloodied Hand	染血之手	61	29	BattleKeywords-a1c7p2.json
Candy	糖果	42	48	BattleKeywords-fools.json
The Terminus	终点站	36	54	RailwayDungeonUI_2.json
Nervous	焦虑	65	24	BattleKeywords.json
The Uninvited	不速之客	9	80	BattleKeywords.json
Max Speed +1	最大速度值+1	0	89	MirrorDungeonUI_2.json
Skip	脱离	28	61	MirrorDungeonUI_6.json
Cycle Count	巡回数	29	60	RailwayDungeonUI_1002.json
Pity	怜悯	51	38	StageNode-a1c9p3.json
Map	地图	40	49	StageNode1-1.json
Louse	虫子	2	87	StageNode1-2.json
Fell Bullet	凶弹	34	54	AbEvents_Refraction5.json
Pilgrimage of Compassion	善意的巡礼	52	36	MirrorDungeonTheme-1.json
Shock	感电	84	3	BattleKeywords.json
The Chain	锁链	26	61	Enemies-a1c6p3.json
Loyalty	忠义	54	33	Passives.json
to Unlock	通过主线剧情	66	20	
Owned	已持有	81	5	MirrorDungeonUI_7.json
Adaptation	适应	17	69	Passives_Abnormality-a1c9p3.json
Kezhan	客栈	33	53	StageNode91-16.json
Dihui Star	地慧星	33	53	UnitKeyword.json
Keenness	锐利	7	78	BattleKeywords_Mirror3.json
Powerless	无力	12	73	Passives_Abnormality_Refraction2.json
Hook Office	吊钩事务所	42	43	UnitKeyword.json
Multitude of Dots	点点	2	82	Passives.json
Line 4	4号线	40	44	RailwayDungeon.json
Telepole	电线杆	32	51	Enemies.json
Vanguard Team	先锋队	77	6	Passives.json
The Pawnshop	当铺	4	79	StageNode1-2.json
Smoke War	烟霾战争	35	48	UnitKeyword-a1c9p3.json
Tail	尾部	52	30	Enemies.json
Enkephalin Module	脑啡肽模块	14	68	Items.json
Identity Training Ticket I	人格训练券I	1	81	Items.json
Line 1	1号线	42	40	MirrorDungeonTheme-1.json
N Corp. New League of Nine Littérateurs	N公司 新九人会	0	82	MirrorDungeonTheme-1.json
Parallel Superposition	平行叠加	43	39	MirrorDungeonUI_6.json
Reflectrial	映射战斗	46	36	Passives-BossRaid.json
Harpoons	鱼叉	9	73	StageNode-a1c5p2.json
Ember	火种	31	50	BattleKeywords_Refraction3.json
Struggle	苦斗	79	1	Passives_Abnormality-pilgrimage.json
The First Mate	大副	10	70	StageNode-a1c5p1.json
Every World	所有世界	33	47	StageNode-a1c6p3.json
Xiren	袭人	27	53	StageNode-a1c8p1.json
Heishou Pack - You Branch	黑兽 - 酉	0	80	UnitKeyword.json
Faelantern	精灵提灯	39	40	AbEvents-a1c9p1.json
Vexation	不快	5	74	BattleKeywords-a1c9p2.json
High Noon	正午	26	53	BattleKeywords.json
Resilient	强韧	39	40	BattleKeywords_Mirror3.json
Fairy Wine	精灵酒	36	43	Enemies-a1c5p1.json
Line 5	5号线	37	42	MirrorDungeonTheme-1.json
The Subject	拍摄对象	77	2	StageNode91-27.json
Declared Duel	决斗宣告	47	31	BattleKeywords.json
Unbreakable Coin	不可摧毁的硬币	9	69	BattleKeywords.json
Daily	日常任务	76	2	BattlePass.json
Reunion	再会	35	43	StageNode1-4.json
The Church	教团	38	39	BattleKeywords-walpu5.json
Relief	安心	36	41	BattleKeywords.json
Tipsy	醉意	37	40	BattleKeywords.json
Pocket Watch	怀表	46	31	Items.json
Mnestic Experience	经验记忆	40	37	MirrorDungeonTheme-1.json
Offense Level +1	攻击等级+1	0	77	MirrorDungeonUI_2.json
Hit the Road	旅途	1	76	StageNode1-0.json
Witnessing	观望	21	56	StageNode91-16.json
Miseries	不幸	5	72	StageNode91-25.json
Immobilize	无法行动	6	70	BattleKeywords.json
Adversity	制约	31	45	MirrorDungeonUI_6.json
Lei Heng [雷橫]	雷横	0	76	Passives-BossRaid.json
Organizing	整理	5	71	Passives_Enemy-a1c6p1.json
Color Fixer	特色	20	56	StoryTheaterDanteNote_11.json
Guilt	负罪感	44	30	BattleKeywords-a1c7p3.json
Slash Power Up	斩击威力提升	36	38	BattleKeywords.json
Weekly Bonuses	每周加成	35	39	MirrorDungeonUI_2.json
Total Turns	最终累计回合	73	1	RailwayDungeonUI_3.json
Application	入职	18	56	StageNode1-4.json
Morale Boost	昂扬	28	45	BattleKeywords.json
Identity Training Ticket II	人格训练券II	3	70	Items.json
Vessel Masas	大众号	30	43	StageNode91-20.json
Doomsday Calendar	终末日历	33	39	AbnormalityGuides.json
Bugger…	妈的…	0	72	Passives.json
Purification	净化	12	60	StageNode1-3.json
Regeneration Ampules	再生安瓿	16	56	StageNode1-4.json
Wayfarer	旅者	39	33	StageNode91-25.json
Capture	捕获	39	32	BattleKeywords-a1c5p3.json
Miracle in District 20	20区的奇迹	37	34	MirrorDungeonTheme-1.json
The Red Gaze	猩红视线	25	46	Passives.json
Line 6	6号线	35	36	RailwayDungeon.json
Monolith	独石	26	45	StoryTheaterDanteNote_6.json
Assist Defense	援护防御	31	39	BattleKeywords-a1c5p3.json
Withered	衰老	28	42	BattleKeywords-a1c7p1.json
Maddened	疯狂	5	65	BattleKeywords.json
Aida	艾达	33	37	Enemies.json
Backing	援护	11	59	Passives.json
Determination	决意	57	13	Passives_Abnormality.json
Erlking	魔王	33	37	StageNode-a1c6p3.json
Wayward	彷徨	30	40	StageNode-a1c9p1.json
The Smoke War	烟霾战争	22	48	StoryTheaterDanteNote_11.json
Charge Barrier	充能力场	37	32	BattleKeywords.json
Control Team Captain	控制部队长	58	11	BattleKeywords.json
Anguish	烦恼	14	55	BattleKeywords.json
Bridle	枷锁	16	53	BattleKeywords_Mirror7.json
Roots	根部	55	14	Enemies.json
Line 3	3号线	34	35	MirrorDungeonTheme-1.json
Deactivate	关闭	11	58	MirrorDungeonUI_3.json
Yihongyuan	怡红院	33	36	StageNode-a1c8p1.json
Molar Office	臼齿事务所	34	35	UnitKeyword.json
Pallidified	白化	36	33	UnitKeyword.json
Blind Obsession	盲目	22	46	BattleKeywords-a1c5p3.json
Welfare Team Captain	福利部队长	58	10	BattleKeywords-walpu8.json
Twining Threads	绞丝结线	36	32	MirrorDungeonTheme-1.json
Hook	锈蚀吊钩	67	1	Passives.json
Blade Lineage Mentor	剑契组 头领	36	32	Passives_Assist-exme.json
Cleaning	整顿	53	15	Passives_Enemy-a1c6p1.json
Karma	业报	42	25	BattleKeywords.json
Oracle	神谕	10	57	EGOgift_MirrorDungeon.json
Intruders	入侵者	22	45	StageNode-a1c8p1.json
Jeong's Office	定事务所	33	34	UnitKeyword.json
Alleyway Watchdog	巷头恶犬	33	33	AbnormalityGuides.json
Tigermark Round	虎标弹	28	38	BattleKeywords-a1c8p3.json
Entangled Life [羅生]	罗生	0	66	BattleKeywords-a1c9p3.json
Left Arm	左臂	33	33	Enemies-a1c5p1.json
Participating	参与中	65	1	MirrorDungeonUI_3.json
Siegfried	齐格飞	32	34	StageNode1-3.json
Rendezvous	会合	31	35	StageNode91-27.json
Mirror Worlds	镜像世界	19	47	StoryTheaterDanteNote_8.json
Fluid Sac	液囊	25	40	BattleKeywords.json
Level Boost	等级强化	40	25	BattleKeywords_Mirror6.json
Battle Pass	战斗通行证	30	35	BattlePass.json
Pearl	珍珠	33	32	Enemies-a1c5p3.json
Sin Resistance	罪孽抗性	8	57	Passives_Abnormality-a1c6p2.json
Swordplay of the Homeland	本国剑术	37	27	BattleKeywords.json
Paid Lunacy	付费狂气	24	40	Items.json
Spring Cultivation	切磋琢春	33	31	MirrorDungeonTheme-1.json
Funeral	葬礼	36	28	StageNode91-25.json
Xue Family	薛家	21	43	UnitKeyword-a1c8p2.json
Textbook	教材	26	37	Bufs-a1c9p1.json
Every Catherine	所有凯瑟琳	31	32	Enemies-a1c6p3.json
Fuse E.G.O Gift	合成E.G.O饰品	55	8	MirrorDungeonUI_3.json
Gamefowl	斗鸡	9	54	Passives.json
The Ring's Docent of Fauvism	环指 野兽派讲解员	0	63	Passives_Abnormality-twth.json
Shock Centipede	电击蜈蚣	31	31	AbEvents.json
Durable	硬化	14	48	BattleKeywords_Mirror4.json
Resolution	觉悟	19	43	Passives.json
Eye of Precognition	预知眼	28	33	BattleKeywords-a1c9p3.json
Lordsguard	护卫	3	58	BattleKeywords.json
Reminiscence	追忆	25	36	EGOgift_MirrorDungeon.json
A Bad Dream	噩梦	2	59	StageNode1-3.json
Screening Room	放映室	6	55	StageNode1-4.json
Silent Regard	观望	4	56	BattleKeywords-a1c9p2.json
Nethersea Brand	溟痕	31	29	BattleKeywords-pilgrimage.json
Embers	余火	51	9	BattleKeywords.json
Parallel Superposition Mode	平行叠加模式	29	31	MirrorDungeonUI_5_InfinityFloor.json
Rhodes Island	罗德岛	24	36	StageNode91-20.json
Right Arm	右臂	26	33	Enemies-a1c5p1.json
Deal +3% damage	造成的伤害+3%	0	59	MirrorDungeonUI_2.json
Starlight Bonus	星芒奖励	25	34	MirrorDungeonUI_5.json
Will of the Prescript	指令之意	22	37	Passives.json
Overwhelm	压制	12	47	Passives_Abnormality-a1c8p2.json
Concentration	沉浸	15	44	Passives_Abnormality-a1c9p3.json
Strife	争斗	17	42	StageNode91-7.json
Heishou Pack - Wei Branch	黑兽 - 未	0	59	UnitKeyword.json
Afterimage Entanglement	残像纠缠	28	30	BattleKeywords-a1c9p2.json
Dimensional Rift	次元裂痕	27	31	BattleKeywords.json
Load	载荷	43	15	BattleKeywords.json
Seonbae	前辈	9	49	Passives.json
Harden	硬化	10	48	Passives_Abnormality-a1c5p3.json
The Club	会所	11	47	StageNode-a1c5p1.json
Spore	孢子	31	26	BattleKeywords.json
Grandeur	庄严	11	46	EGOgift_MirrorDungeon.json
Mirror of Immortality	永生之镜	29	28	MirrorDungeonName.json
Claim Rewards	领取奖励	9	48	MirrorDungeonUI.json
Homeward Bound	回家	2	55	StageNode-a1c9p2.json
Pink Shoes	粉红鞋	26	30	AbnormalityGuides-a1c9p1.json
Headless Ichthys	断首鱼	29	27	AbnormalityGuides.json
Slash DMG Up	斩击伤害强化	27	29	BattleKeywords.json
Wild Hunt	狂猎	24	32	BattleKeywords.json
Candle	蜡烛	20	36	Enemies-a1c5p3.json
Stuffed Toy	玩偶	5	51	Enemies_Refraction6.json
Recent	最近获得	52	4	MirrorDungeonUI_7.json
...rity	…感	0	56	Passives_Enemy-a1c6p3.json
Terrorist Organization	恐怖组织	22	34	StageNode1-4.json
Green Slime	绿色黏液	30	25	BattleKeywords-a1c5p3.json
Dazzle	眩惑	26	29	BattleKeywords-a1c9p3.json
Appetite	饥渴	21	34	BattleKeywords.json
Reattached Curse Talisman	复贴的咒符	28	27	BattleKeywords.json
Tarnished Blood	污血	28	27	BattleKeywords.json
Slave	奴隶	39	16	Enemies.json
Mirror of the Dreaming	梦中之镜	29	26	MirrorDungeonName.json
Persistence	执念	13	42	Passives_Enemy.json
Disruption	妨碍	3	52	StageNode-a1c8p1.json
Erlking Heathcliff	魔王希斯克利夫	25	29	AbEvents-a1c6p2.json
Rose Hunter	玫瑰猎人	26	28	AbEvents-a1c7p3.json
Grace of Stars	星之恩惠	19	35	MirrorDungeonUI_5.json
Rampage	狂暴	27	27	Passives_Abnormality-a1c8p2.json
Bhaishajya	修复	2	52	Passives_Abnormality_Refraction.json
Refraction Railway Line 2	折射轨道2号线	27	27	StoryTheaterDanteNote_4.json
Fanaticism	狂信	2	51	ActionEvents.json
Night in the Backstreets	后巷深宵	22	31	BattleKeywords-a1c9116.json
Hardening	硬化	5	48	Bufs.json
Dulcinea	杜尔西内娅	21	32	Enemies-a1c7p2.json
Acquire E.G.O Gift	获得E.G.O饰品	1	52	MirrorDungeonUI_3.json
Executor	处决	11	42	Passives.json
Tenacity	执念	11	42	Passives.json
Dihui Star [地慧星]	地慧星	0	53	Passives.json
Maggots	蛆虫	24	28	BattleKeywords.json
Entangled Curse Talisman	纠缠的咒符	26	26	BattleKeywords.json
SP Heal Efficiency	理智值恢复效率	24	28	BattleKeywords.json
Fabius	费边	22	30	Enemies-pilgrimage.json
Clear Rewards	通关奖励	21	31	MirrorDungeonUI_2.json
Whispers	低语	19	33	Passives.json
Antagonism	敌意	3	49	Passives_Abnormality-a1c6p3.json
Consultation Session	面谈	3	49	StageNode91-27.json
Family Hierarch Candidate	家主候选人	23	29	UnitKeyword-a1c7p2.json
The King in Binds	受缚之王	26	25	AbEvents_Refraction4.json
Borrowed Time	时间租赁	25	26	BattleKeywords.json
Rhythm	旋律	22	29	BattleKeywords.json
In the Past	过去状态	45	6	BattleKeywords_Refraction6.json
Prediction	预期	11	40	MirrorDungeonUI_3.json
Gambler	赌徒	24	27	Passives.json
Grudge	复仇决意	50	1	Passives.json
Retribution	惩戒	32	19	Passives_Enemy.json
Ice Cream	冰淇淋	27	24	StageNode-a1c5p1.json
Non-self	无我	10	41	StageNode-a1c9p3.json
Reload	再次装填	33	17	BattleKeywords-walpu4.json
Desperation	迫切	23	27	Passives.json
Rescue	解救	42	8	Passives_Abnormality_Refraction3.json
Risk Levels	危险等级	23	27	StoryTheaterDanteNote_6.json
Plus Coin Drop	加算硬币弱化	23	26	BattleKeywords.json
Stressed	压力	6	43	BattleKeywords.json
Insight	所解真知	37	12	BattleKeywords.json
Power-up State	强化状态	26	23	BattleKeywords_Refraction2.json
Old Umbrella	旧伞	24	25	Enemies-a1c5p1.json
Selectable	可选择	15	34	MirrorDungeonUI_4.json
Acquired	已拥有	35	14	MirrorDungeonUI_7.json
Valor	觉悟	6	43	Passives.json
Pallidification	白化	16	33	Passives_Enemy-a1c5p2.json
School of Pointillism	点彩派	1	48	UnitKeyword.json
Drifting Fox	流浪狐狸	23	25	AbEvents.json
Compulsion	强迫	16	32	BattleKeywords-a1c5p1.json
Tiantui Star [天退星]	天退星	0	48	BattleKeywords-a1c8p3.json
Palette Vibrante	强烈色彩	23	25	BattleKeywords-twth.json
Seeds	种子	26	22	BattleKeywords.json
Vengeance Mark	报复对象	27	21	BattleKeywords.json
Starbuck	斯达巴克	19	29	Enemies-a1c5p3.json
Shi Huazhen	史华贞	23	25	Enemies-a1c8p2.json
Takeoff Module - ID Uptie	跳跃成长模组 - 人格同步	0	48	Items.json
Projection Rate	投影度	20	28	MirrorDungeonUI_6.json
Whistles	哨声	13	35	Passives.json
Captain of the Pequod	裴廓德号的船长	41	7	Passives.json
Don Quixote Hardblood Arts	堂吉诃德派硬血	23	25	Passives_Abnormality-a1c7p3.json
Pierce Fragility	突刺易损	13	34	BattleKeywords.json
Spark of Inspiration	灵感	3	44	BattleKeywords_Mirror7.json
Charmed	魅惑	18	29	BattleKeywords_Refraction2.json
Photos	几张照片	36	11	Items.json
Defense Level +2	防御等级+2	0	47	MirrorDungeonUI_2.json
S.Y.N.C.	折·脖	16	31	StageNode1-2.json
Wayward Passenger	迷失的乘客	23	23	AbEvents-a1c9p2.json
Kqe-1j-23	Kqe-1j-23	23	23	AbEvents.json
kqe-1j-23	Kqe-1j-23	23	23	AbnormalityGuides.json
Pallid Noise	苍白的噪音	23	23	BattleKeywords-a1c5p2.json
Nervous Impairment	神经损伤	24	22	BattleKeywords-pilgrimage.json
Trinkets Sack	装饰品包裹	26	20	Items.json
Defense Level +1	防御等级+1	0	46	MirrorDungeonUI_2.json
Clean Up	善后	29	17	Passives-ycgd.json
Cannot Retreat	无法撤退	24	22	Passives_Abnormality-a1c6p3.json
Raid	突袭	14	32	StageNode1-4.json
Overheat	过热	14	31	BattleKeywords-a1c8p3.json
Mark of the Prescript	指令的印记	17	28	BattleKeywords-a1c9p1.json
The Book of Vengeance	复仇账簿	16	29	BattleKeywords-a1c9p3.json
Cultivation	琢磨	38	7	EGOgift_MirrorDungeon-EventTheme_2.json
Yield My Flesh to Claim Their Bones	肉斩骨断	0	45	MirrorDungeonTheme-1.json
The Dawn of Green	绿色的黎明	11	34	MirrorDungeonTheme-1.json
Gaiety	愉悦	1	44	Passives.json
Doggedness	执念	3	42	Passives.json
Siltcurrent	浊流	21	24	Passives_Abnormality-a1c5p3.json
Departure	离家	21	24	Passives_Abnormality-a1c8p3.json
Anatman	无我	4	41	Passives_Abnormality_Refraction.json
Charm	魅惑	16	29	StageNode-a1c9p1.json
Wang Family	王家	16	29	UnitKeyword-a1c8p2.json
Hurting Teddy Bear	痛苦泰迪	22	22	AbnormalityGuides-a1c7p3.json
Fervor	狂热	17	27	BattleKeywords-a1c9p3.json
Slash Fragility	斩击易损	21	23	BattleKeywords.json
Fever	狂热	17	27	BattleKeywords.json
Dueling	对决	19	25	BattleKeywords.json
Base Power Up	基础威力提升	32	12	BattleKeywords.json
Splitting	分裂	13	31	Bufs-a1c6p1.json
Bereavement	丧失	9	35	Bufs-a1c6p1.json
Sunshower	狐雨	22	22	EGOgift_MirrorDungeon.json
Chachihu	插翅虎	22	22	MirrorDungeonTheme-1.json
Staunchness	觉悟	1	43	Passives.json
Pluckiness	觉悟	1	43	Passives.json
Relay	中介	42	2	Passives.json
To Remember	为记忆	42	2	Passives_Abnormality-a1c7p3.json
Bullies	卑鄙	7	37	Passives_Enemy-a1c7p1.json
Final Turn Count	总计回合数	2	42	RailwayDungeonUI.json
Shipping Containers	集装箱	8	36	StageNode-a1c5p1.json
Fairy Gentleman	绅士精灵	22	21	AbEvents.json
The Prescript's Target	指令对象	17	26	BattleKeywords-a1c9p1.json
Captivity	拘束	10	33	BattleKeywords.json
HP Healing Boost	体力恢复提升	18	25	BattleKeywords.json
Starter Buffs	开局增益	22	21	MirrorDungeonUI_3.json
Drifter	漂泊	24	19	Passives.json
Saikai [再会]	再会	0	43	Passives.json
The Wild Hunt	狂猎	11	32	StageNode-a1c6p3.json
Pests	害虫	17	26	StageNode1-1.json
Sign of Roses	玫瑰告示牌	20	22	AbEvents_Refraction2.json
Golden Apple	金苹果	25	17	AbnormalityGuides.json
Peccatulum Invidiae	嫉妒罪种	13	29	AbnormalityGuides_Refraction4.json
Unlock - I	解放 - I	0	42	BattleKeywords-a1c9p2.json
Fully Bloomed	盛放	10	32	BattleKeywords.json
Brutality	破坏力	21	21	BattleKeywords_Mirror5.json
Tingtang Boss	豆豆帮 帮主	20	22	Enemies.json
Signpost	告示牌	5	37	Enemies_Refraction2.json
Civilian Recov. Pack	普通乘客复原包	25	17	Items.json
Elite Encounter	精锐遭遇战	21	21	MirrorDungeonUI_4.json
Simulation	模拟	18	24	MirrorDungeonUI_4.json
Full Bloom	盛放	10	32	Passives.json
Intoxication	醉意	2	40	Passives_Enemy.json
Saru	猴儿	17	25	StageNode91-25.json
Inquisition	审问异端	40	1	ActionEvents.json
Viewing the Tableau	眺望	8	33	BattleKeywords-a1c9p3.json
Muga [無我]	无我	0	41	BattleKeywords-a1c9p3.json
N Corp’s Nails	N公司的尖钉	0	41	BattleKeywords.json
Employee Card	员工证	10	31	EGOgift_MirrorDungeon.json
ies...	歉…	1	40	Passives_Enemy-a1c6p3.json
Dimensional Container	次元包	2	39	StoryTheaterDanteNote_8.json
My Form Empties	无我入定	20	20	AbEvents.json
Yinglong	应龙	19	21	AbnormalityGuides_Refraction6.json
Vengeance Tattoo	仇怨纹身	17	23	BattleKeywords-BossRaid.json
Blunt DMG Up	打击伤害强化	19	21	BattleKeywords.json
Frenzy	狂暴	13	27	BattleKeywords.json
Reflux	逆流	16	24	BattleKeywords.json
Josephine	约瑟芬	18	22	Enemies-a1c6p1.json
Murder on the WARP Express	WARP快车谋杀案	0	40	MirrorDungeonTheme-1.json
Parallel S.	平行叠加	1	39	MirrorDungeonUI_5_InfinityFloor.json
Overload	过载	15	25	Passives_Abnormality_Refraction.json
The Safe	保险箱	5	35	StageNode-a1c9p2.json
Fortitude	勇气	4	36	StageNode1-3.json
Old G Corp.	旧G公司	11	29	UnitKeyword-a1c9p3.json
A Sign	某道印记	27	12	BattleKeywords-cultivation.json
Thermal Blades	热丝	9	30	BattleKeywords.json
Amassed Data	情报文件	22	17	Items.json
Hell's Chicken	地狱鸡	9	30	MirrorDungeonTheme-1.json
E.G.O Gift Compendium	E.G.O饰品图鉴	16	23	MirrorDungeonUI.json
The Calamity	灾难	9	30	StageNode-a1c5p2.json
Traitor	叛徒	17	22	StageNode1-4.json
The 5th Walpurgis Night	第5次 瓦尔普吉斯之夜	20	19	StageNode91-13.json
The 6th Walpurgis Night	第6次 瓦尔普吉斯之夜	24	15	StageNode91-17.json
The 8th Walpurgis Night	第8次 瓦尔普吉斯之夜	20	19	StageNode91-23.json
Blubbering Toad	悲泣蟾蜍	19	19	AbEvents.json
Four-hundred Roses	四百朵玫瑰	19	19	AbEvents_Refraction5.json
Barbed Lasso	荆棘套索	19	19	BattleKeywords-a1c7p3.json
Returning Bloodlust	复还的血之冲动	21	17	BattleKeywords-a1c7p3.json
Final Power Up	最终威力强化	34	4	BattleKeywords_Mirror3.json
The Eye of Precognition	预知眼	5	33	Passives.json
Wounded	先前战斗的负伤	37	1	Passives_Abnormality-a1c8p2.json
Lin Daiyu	林黛玉	17	21	StageNode-a1c8p1.json
Third Kindred	三代眷属	18	20	UnitKeyword-a1c7p1.json
Dreaming Electric Sheep	梦中的电子羊	19	18	AbEvents_Refraction4.json
Dullahan	杜拉罕	19	18	BattleKeywords.json
Thirsting	饥渴	3	34	Bufs.json
Fluorescence	荧光灯	15	22	Enemies-a1c5p3.json
Rights	权利	18	19	MirrorDungeonUI_2.json
Featured	可能出现	21	16	MirrorDungeonUI_4.json
Encounter Reward Cards	遭遇战奖励卡	11	26	MirrorDungeonUI_4.json
Wishmaking	祈愿	8	29	MirrorDungeonUI_6.json
Concentration	集中精神	15	22	Passives.json
HP Bullets	HP弹	12	25	Passives_Abnormality_Refraction1BokGak.json
Section 1	第1区段	20	17	RailwayDungeonUI_4.json
Skin Prophet	人皮预言者	18	18	AbEvents-a1c5p3.json
Ambling Pearl	陆行珍珠	18	18	AbEvents-a1c5p3.json
Dream-Devouring Siltcurrent	噬梦的浊流	18	18	AbEvents-a1c5p3.json
Larva	幼虫	17	19	BattleKeywords-a1c5p3.json
Blooming Thorn	绽放荆棘	18	18	BattleKeywords-a1c7p2.json
Eventide Glow (黃昏)	黄昏	0	36	BattleKeywords-a1c9p3.json
Clash Power Down	拼点威力降低	17	19	BattleKeywords-tkt.json
Headstrong	顽强	9	27	BattleKeywords_Mirror3.json
Take Less Damage	受到的伤害减少强化	32	4	BattleKeywords_Mirror4.json
Respite	安息之地	34	2	EGOgift_MirrorDungeon.json
