# en	cn	source	id
Will You Play?	玩吗？	AbnormalityGuides_Refraction6.json	9556
Yinglong	应龙	AbnormalityGuides_Refraction6.json	9569
Butterfly of Entangled Lives	罗生蝶	AbnormalityGuides_Refraction6.json	9567
Flash Phenomenon	闪光现象	AbnormalityGuides_exme.json	1460
Checking the Boat	检查船只	ActionEvents-a1c5p3.json	10501
The Artery	动脉	ActionEvents-a1c5p3.json	10504
Supply Crates	回收补给	ActionEvents-a1c5p3.json	10505
Ahab	亚哈	ActionEvents-a1c5p3.json	810601
아파하는 테디 선택지 선택 이벤트	아파하는 테디 선택지 선택 이벤트	ActionEvents-a1c7p3.json	837901
막힌길_뚫기	막힌길_뚫기	ActionEvents-a1c8p2.json	10801
부적_떼기	부적_떼기	ActionEvents-a1c8p2.json	10802
부적_떼기_북	부적_떼기_북	ActionEvents-a1c8p2.json	1080201
부적_떼기_중앙	부적_떼기_중앙	ActionEvents-a1c8p2.json	1080202
부적_떼기_서	부적_떼기_서	ActionEvents-a1c8p2.json	1080203
부적_떼기_끝	부적_떼기_끝	ActionEvents-a1c8p2.json	1080204
붉은_출입증_획득_전투	붉은_출입증_획득_전투	ActionEvents-a1c8p2.json	10803
죄수_꽃뜯기	죄수_꽃뜯기	ActionEvents-a1c8p2.json	10804
환_도박	환_도박	ActionEvents-a1c8p2.json	10805
환_도박_코인_성공	환_도박_코인_성공	ActionEvents-a1c8p2.json	1080501
환_도박_코인_실패	환_도박_코인_실패	ActionEvents-a1c8p2.json	1080502
죄인_고문	죄인_고문	ActionEvents-a1c8p2.json	10807
항아리_보기_뽀개기	항아리_보기_뽀개기	ActionEvents-a1c8p2.json	10808
타임어택_인형_전투	타임어택_인형_전투	ActionEvents-a1c8p2.json	10809
공포_견디기_내기	공포_견디기_내기	ActionEvents-a1c8p2.json	10810
붉은_출입증_사용	붉은_출입증_사용	ActionEvents-a1c8p2.json	10811
가문_기물_획득	가문_기물_획득	ActionEvents-a1c8p2.json	10812
막바지_보너스	막바지_보너스	ActionEvents-a1c8p2.json	10813
막바지_보너스_내기_패배	막바지_보너스_내기_패배	ActionEvents-a1c8p2.json	1081302
Office Hours for Jia Xichun	贾惜春同学的课程回顾	ActionEvents-cultivation.json	971070
Mayors, the Yearning Flotsam's first Choice Event	梅厄斯，羡望漂流 首个选项事件	ActionEvents-pilgrimage.json	129701
Mayors, the Yearning Flotsam's second Choice Event	梅厄斯，羡望漂流 第二个选项事件	ActionEvents-pilgrimage.json	129702
Iberians and the Ægirian	伊比利亚人与阿戈尔人	ActionEvents-pilgrimage.json	971074
Iberians and the Ægirian - #2	伊比利亚人与阿戈尔人 #2	ActionEvents-pilgrimage.json	97107401
A Story of Lighthouse Keepers and The Profound Silence	灯塔看守人与大静谧的故事	ActionEvents-pilgrimage.json	971076
A Story of Lighthouse Keepers and The Profound Silence - #2	灯塔看守人与大静谧的故事 #2	ActionEvents-pilgrimage.json	97107601
An Inquisitor Locked in a Fight Against Sea Terrors	与海嗣激战正酣的审判官	ActionEvents-pilgrimage.json	971078
Education & Machine Console	培训与机械装置	ActionEvents-walpu4.json	971032
Safety Team	安保部	ActionEvents-walpu4.json	971033
One Sin SP Healing E.G.O Gift Giveaway	一罪百善理智值恢复E.G.O饰品获取	ActionEvents-walpu4.json	971034
Heal HP, SP, or gain Cost	恢复体力、恢复理智值或获得经费	ActionEvents-walpu4.json	971035
Miracle in District 20 Hard Event 1	20区的奇迹困难事件1	ActionEvents-walpu4.json	971036
Miracle in District 20 Hard Event 2	20区的奇迹困难事件2	ActionEvents-walpu4.json	971037
The Knight of Despair Containment Unit	绝望骑士 收容单元	ActionEvents-walpu6.json	971060
The Queen of Hatred Containment Unit	憎恶皇后 收容单元	ActionEvents-walpu6.json	971061
Lobotomy Corporation Central Command	脑叶公司 中央本部	ActionEvents-walpu6.json	971062
Lobotomy Corporation Storage	脑叶公司 仓库	ActionEvents-walpu6.json	971063
Choice Event for resting	去往休息的选项	ActionEvents-walpu8.json	971092
Alriune Choice Event (#1)	爱娜温 选项(#1)	ActionEvents-walpu8.json	971093
Alriune Choice Event (#2)	爱娜温 选项(#2)	ActionEvents-walpu8.json	971094
Alriune Choice Event (#3)	爱娜温 选项(#3)	ActionEvents-walpu8.json	971095
Human Offering	以人为祭	ActionEvents.json	101001
An Encounter with the Unbearable	与无法忍受的存在相遇	ActionEvents.json	101003
Suspiciously Sparkly Vending Machine	可疑的闪光自动贩卖机	ActionEvents.json	102001
Are You Happy?	你感到幸福吗？	ActionEvents.json	102003
Are You Happy? 2	你感到幸福吗？2	ActionEvents.json	10200301
An Old Room with a Clockwork Mechanism	一间放着机械发条装置的破旧房间	ActionEvents.json	10301
The First Gate	第一关	ActionEvents.json	10303
A Room Full of Crates	装满箱子的房间	ActionEvents.json	10304
[Hel. P. Me. He. Lp.]	[救。救。我。救。救。]	ActionEvents.json	10307
A Vessel of Zeal	狂信之物	ActionEvents.json	10309
Exhibit of Human Parts	人体部位展览	ActionEvents.json	10311
Inquisition	审问异端	ActionEvents.json	103001
Fanaticism	狂信	ActionEvents.json	103002
Test of Worthiness	资格试炼	ActionEvents.json	103006
아즈텍원판 선택지1	阿兹特克历法石选项1	ActionEvents.json	800201
아즈텍원판 선택지3	阿兹特克历法石选项3	ActionEvents.json	800203
아즈텍원판 선택지5	阿兹特克历法石选项5	ActionEvents.json	800205
강화인간 선택지1	改造人选项1	ActionEvents.json	801201
강화인간 선택지2	改造人选项2	ActionEvents.json	801202
강화인간 선택지2-그렇다	改造人选项2-是	ActionEvents.json	801203
강화인간 선택지2-아니다	改造人选项2-不是	ActionEvents.json	801204
분홍신 선택지1	粉红鞋选项1	ActionEvents.json	801501
Vending Machine and Oceanic Waves	传来潮声的自动贩卖机	ActionEvents.json	201001
Mirror Room	镜之屋	ActionEvents.json	201002
강화앰플교환삽입소	强化安瓿交换注射所	ActionEvents.json	201003
The Chicken Strife	炸鸡对决	ActionEvents.json	910301
An Ampule to Use	使用再生安瓿。	ActionEvents.json	10402
Poking at the Egg	触碰卵	ActionEvents.json	10403
Make a Wish	祈愿	ActionEvents.json	10405
ApproachingTheFlower	靠近花树	ActionEvents.json	10406
Run	跑	ActionEvents.json	10407
Run.	跑	ActionEvents.json	1040701
Try Talking	尝试着交流。	ActionEvents.json	10408
Picking a Row and Column	选择行与列	ActionEvents.json	1040402
Hell's Chicken Dungeon Renewal - Starting Point Choice	地狱鸡迷宫更新 - 起点选项	ActionEvents.json	910303
Black Ledger Choice	黑色账簿 选项	ActionEvents_Mirror4.json	971012
Black Ledger Choice #2	黑色账簿 选项2	ActionEvents_Mirror4.json	97101202
Rusted Hilt Choice	锈蚀的刀柄 选项	ActionEvents_Mirror4.json	971013
Fractured & Broken Blade Choice	破碎的刀刃，损坏的刀刃 选项	ActionEvents_Mirror4.json	971014
Red Tassel Choice	红色流苏 选项	ActionEvents_Mirror4.json	971016
Bamboo Hat & Dopo Robe Choice	斗笠，长袍 选项	ActionEvents_Mirror4.json	971017
Factory Laborer	工厂的工人	ActionEvents_Mirror4.json	971021
T Corp. Tax Collection	T公司税金征收	ActionEvents_Mirror4.json	971022
Streets of T Corp.	T公司的街道	ActionEvents_Mirror4.json	971023
Yurodiviye Hideout	圣愚的据点	ActionEvents_Mirror4.json	971024
The Timekilling Scene	时间杀人现场	ActionEvents_Mirror4.json	971025
Bizarre Machine	奇妙的机器	ActionEvents_Mirror6.json	971055
Yield My Flesh	肉斩	ActionEvents_Mirror7.json	971085
T Corp. Time Prepayment Apparatus	T公司 时间预付机	ActionEvents_Mirror7.json	971086
Audio Logs of That Day	那一日的语音记录	ActionEvents_Mirror7.json	971087
Recurring Faith and Promise	循环的信念与承诺	ActionEvents_Mirror7.json	971088
Recurring Faith and Promise 2	循环的信念与承诺2	ActionEvents_Mirror7.json	97108801
Recurring Faith and Promise 3	循环的信念与承诺3	ActionEvents_Mirror7.json	97108802
Poultry Memory	群之鸡忆	ActionEvents_Mirror7.json	971089
Worn Hilt Choice	陈旧的刀柄 选项	ActionEvents_Ycgd.json	971049
'Yield My Flesh to Claim Their Bones' Renewal Hard Fusion	肉斩骨断迷宫更新 困难合成	ActionEvents_Ycgd.json	911501
Story Dungeon Starting Choice Event	剧情迷宫起始选项事件	ActionEvents_exme.json	10901
Blade Lineage	剑契组	ActionEvents_exme.json	10906
Hardblood weapon found while resting	休息时发现的硬血武器	ActionEvents_mowe-re.json	971080
A merchant passenger	一位正在卖东西的乘客	ActionEvents_mowe-re.json	971083
Timekilling Time Dungeon Renewal Starting Point	时间杀人时间迷宫 更新起点	ActionEvents_tkt.json	910901
Timekilling Time Dungeon Renewal Fusion	时间杀人时间迷宫 更新合成	ActionEvents_tkt.json	910902
LCE Recovers The Ring's Artwork	回收环指作品的LCE组员们	ActionEvents_twth.json	971104
Kurokumo Clan	黑云会	AssociationName.json	associationName_BLACK_CLOUD
Every skill consists of at least 1 Coin.	每个技能都至少包含1枚硬币。	BattleHint.json	2
Sinners with low Sanity will be corroded by E.G.O.	理智值到达下限的罪人会被E.G.O侵蚀。	BattleHint.json	6
Speed determines the formation of units in combat.	速度值决定了敌我双方的角色在战斗中的站位。	BattleHint.json	13
Cancelling E.G.O before using it will return its resources.	在E.G.O使用之前将其取消会返还其消耗的E.G.O资源。	BattleHint.json	17
Every Identity has a Combat Passive and a Support Passive.	所有人格都拥有一个战斗被动技能和一个支援被动技能。	BattleHint.json	23
Identities participating in combat use Combat Passives.	参与战斗的人格可以使用战斗被动技能。	BattleHint.json	24
E.G.O skills are placed at the bottom of a Sinner’s column.	E.G.O技能将会固定生成在仪表盘最下方的行动槽。	BattleHint.json	33
Clashes occur when two Attack Skills target each other.	使用攻击技能对峙时，将会进行拼点。	BattleHint.json	34
Shade of Reflection [Rouge]	映射[红色]	BattleKeywords-BossRaid.json	FavorBuffTwth1stPhaseForUI
Shade of Reflection [Bleu]	映射[蓝色]	BattleKeywords-BossRaid.json	FavorBuffTwth2ndPhaseForUI
Tribulation	苦难	BattleKeywords-BossRaid.json	FavorBuffTwthHardForUI
Shade of Reflection [The Middle]	映射[中指]	BattleKeywords-BossRaid.json	FavorBuff5001FirstPhaseForUI
Shade of Reflection [Ambuscade]	映射[突袭]	BattleKeywords-BossRaid.json	FavorBuff5001SecondPhaseForUI
Written in the Book	写进账簿	BattleKeywords-BossRaid.json	RicardoBookRaid
Vengeance Tattoo	仇怨纹身	BattleKeywords-BossRaid.json	RicardoTattooRaid
Test of the Big Brother	大哥的试炼	BattleKeywords-BossRaid.json	RicardoJokeRaid
Shade of Reflection [Bearhunt]	映射[狩熊]	BattleKeywords-BossRaid.json	FavorBuff5012AllyOne
Shade of Reflection [Tigerhunt]	映射[狩虎]	BattleKeywords-BossRaid.json	FavorBuff5012AllyTwo
Shade of Reflection [Chachihu]	映射[插翅虎]	BattleKeywords-BossRaid.json	FavorBuffLeiheng
Shade of Reflection [Tiantui Star]	映射[天退星]	BattleKeywords-BossRaid.json	FavorBuffLeihengTwo
Shin (心) - Tiantui Star [天退星]	心-天退星	BattleKeywords-BossRaid.json	HugeIrritationReflectrial
Prey	猎物	BattleKeywords-BossRaid.json	Prey_leiheng
Instincts	本能	BattleKeywords-Refraction1BokGak.json	AggressiveBokgak
Lingering Determination	遗留的意志	BattleKeywords-Refraction1BokGak.json	DeadEGOResource
Poisonous Dimension	剧毒沸腾的次元	BattleKeywords-Refraction2BokGak.json	PassedPortal_GreenBokGak
Compulsion	强迫	BattleKeywords-a1c5p1.json	AaCePaBa
Pallid Noise	苍白的噪音	BattleKeywords-a1c5p2.json	AaCePbBa
Noise Panic	噪音恐慌	BattleKeywords-a1c5p2.json	AaCePbBb
Impurity	不洁	BattleKeywords-a1c5p2.json	AaCePbBc
Vengeance	报复	BattleKeywords-a1c5p2.json	AaCePbBe
Marked	标识	BattleKeywords-a1c5p3.json	AaCePcBa
Fluorescence Shard	荧光灯碎片	BattleKeywords-a1c5p3.json	AaCePcBb
Blind Obsession	盲目	BattleKeywords-a1c5p3.json	AaCePcBc
Larva	幼虫	BattleKeywords-a1c5p3.json	AaCePcBg
Green Slime	绿色黏液	BattleKeywords-a1c5p3.json	AaCePcBh
Uneven Breathing	粗重喘息	BattleKeywords-a1c5p3.json	AaCePcBi
Prey Mark	猎物标记	BattleKeywords-a1c5p3.json	AaCePcBj
Tangle	捆缚	BattleKeywords-a1c5p3.json	AaCePcBk
Capture	捕获	BattleKeywords-a1c5p3.json	AaCePcBl
Undefiable Command	不可抗拒的命令	BattleKeywords-a1c5p3.json	AaCePcBn
Pip's Ego	比普的自我	BattleKeywords-a1c5p3.json	AaCePcBo
Starbuck's Ego	斯达巴克的自我	BattleKeywords-a1c5p3.json	AaCePcBp
Queequeg's Ego	魁魁格的自我	BattleKeywords-a1c5p3.json	AaCePcBq
Pallid Panic	苍白恐慌	BattleKeywords-a1c5p3.json	AaCePcBe
Assist Barrier	援护护盾	BattleKeywords-a1c5p3.json	AaCePcBr
Assist Defense	援护防御	BattleKeywords-a1c5p3.json	AaCePcBs
Assist Attack	援护攻击	BattleKeywords-a1c5p3.json	AaCePcBt
Marked Prey	猎物标识	BattleKeywords-a1c6p2.json	AaCfPbBe
Inferiority Complex	自卑感	BattleKeywords-a1c6p2.json	AaCfPbBf
Explosive Gloom	爆发的忧郁	BattleKeywords-a1c6p2.json	AaCfPbBa
Explosive Envy	爆发的嫉妒	BattleKeywords-a1c6p2.json	AaCfPbBb
Explosive Wrath	爆发的暴怒	BattleKeywords-a1c6p2.json	AaCfPbBc
Deep Bereavement	深切的丧失感	BattleKeywords-a1c6p2.json	AaCfPbBd
Fettered Woe	未能释怀的怅惘	BattleKeywords-a1c6p3.json	AaCfPcBf
Subject of Wrath	泄愤对象	BattleKeywords-a1c6p3.json	AaCfPcBg
Butler's Mark	管家的标记	BattleKeywords-a1c6p3.json	AaCfPcBb
Binding Technique	束缚法	BattleKeywords-a1c6p3.json	AaCfPcBc
Excruciating Rage	充满痛苦的暴怒	BattleKeywords-a1c6p3.json	AaCfPcBh
Lightning of Suffering	苦痛之雷	BattleKeywords-a1c6p3.json	AaCfPcBm
Breaking Heart	撕碎的心	BattleKeywords-a1c6p3.json	AaCfPcBn
Courage to Approach	靠近的勇气	BattleKeywords-a1c6p3.json	AaCfPcBp
Determination	觉悟	BattleKeywords-a1c6p3.json	AaCfPcBo
Broken Heart	被撕碎的心	BattleKeywords-a1c6p3.json	AaCfPcBq
May She... Wake in Torment!	愿她…在苦痛中醒来！	BattleKeywords-a1c6p3.json	AaCfPcBr
Superthermogenesis	高温装置	BattleKeywords-a1c6p3.json	AaCfPcBi
Unobservable	无法观测	BattleKeywords-a1c6p3.json	Unobservable
Away With You	别妨碍我	BattleKeywords-a1c6p3.json	AaCfPcBs
Seized Wrath	紧握的暴怒	BattleKeywords-a1c6p3.json	RageResonance
Blood-tinged Scissorblades	染血的剪刃	BattleKeywords-a1c7p1.json	BloodScissor
Blood-tinged Scissorblades II	染血的剪刃II	BattleKeywords-a1c7p1.json	BloodScissorTwo
Blood-tinged Scissorblades III	染血的剪刃III	BattleKeywords-a1c7p1.json	BloodScissorThree
Bloodfeast	血宴	BattleKeywords-a1c7p1.json	BloodDinner
Bloodfeast Consumed	消耗血宴总数	BattleKeywords-a1c7p1.json	BloodDinner_Accumulation
Hunger	饥饿	BattleKeywords-a1c7p1.json	FamineBlood_LowMorale
Declared Duel - Camille	决斗宣告-卡米尔	BattleKeywords-a1c7p1.json	DuelDeclaration_Camille
Foolhardy Duel	鲁莽的决斗	BattleKeywords-a1c7p1.json	RecklessDuel
Focused Attack	集中攻击	BattleKeywords-a1c7p1.json	ConcentratedAttack
The Weak	弱者	BattleKeywords-a1c7p1.json	TrulyWeak
An Actual Bear	真正的熊	BattleKeywords-a1c7p1.json	RealPaperBear
Deep Laceration	深度裂伤	BattleKeywords-a1c7p1.json	BloodScissorScars
Sewing Target	缝纫对象	BattleKeywords-a1c7p1.json	LineCutting
Withered	衰老	BattleKeywords-a1c7p1.json	StarvingBarberOne
Blood-shooting!!	血猎！！	BattleKeywords-a1c7p1.json	BloodShooting
HOW RIGHTEOUS!!	正义至极！！	BattleKeywords-a1c7p1.json	RighteousFeeling
Declared Duel - Meursault	决斗宣告-默尔索	BattleKeywords-a1c7p1.json	DuelDeclarationMeursault
Focused Attack - Meursault	集中攻击-默尔索	BattleKeywords-a1c7p1.json	ConcentratedAttackMeursault
Duel Specialist	决斗担当	BattleKeywords-a1c7p1.json	Duello_LowMorale
I will take responsibility, through my bloody tears.	含着血泪，我会承担起责任。	BattleKeywords-a1c7p1.json	RighteousFeelingSancho
Bloodied Hand	染血之手	BattleKeywords-a1c7p2.json	BloodyHand
Blooming Thorn	绽放荆棘	BattleKeywords-a1c7p2.json	BloomingThorns
Bloodwoven Thorn	血编荆棘	BattleKeywords-a1c7p2.json	BloomingThorns_2nd
Bloodmolded Thorn	血塑荆棘	BattleKeywords-a1c7p2.json	BloomingThorns_3rd
Festive Fever	庆典的热潮	BattleKeywords-a1c7p2.json	FestivalFever
Imperfect Parade	不完善的游行	BattleKeywords-a1c7p2.json	IncompleteParade
Bridle of Nihility	虚无的枷锁	BattleKeywords-a1c7p2.json	FamineBloodDolci_LowMorale
Thorns	荆棘	BattleKeywords-a1c7p2.json	ThornyFall_LowMorale
Honorable Duel	光荣的决斗	BattleKeywords-a1c7p2.json	HonorableDuel_Don
Unstoppable Bliss	无法停止的欢喜	BattleKeywords-a1c7p2.json	UnstoppableFunny
Bloodied Hand II	染血之手II	BattleKeywords-a1c7p3.json	BloodyHand_2nd
Bloodied Hand III	染血之手III	BattleKeywords-a1c7p3.json	BloodyHand_3rd
Ailing Heart	磨灭的心	BattleKeywords-a1c7p3.json	WornHeart
Guilt	负罪感	BattleKeywords-a1c7p3.json	Guilt_LowMorale
SP Heal Efficiency Down	理智值恢复效率减少	BattleKeywords-a1c7p3.json	MentalIncreaseDown
Attachment	依恋	BattleKeywords-a1c7p3.json	AffectionTeddy
Faint Memories	模糊的记忆	BattleKeywords-a1c7p3.json	FaintMemory
Box of Curses	诅咒包裹	BattleKeywords-a1c7p3.json	CursePackage
Little Carmilla	小卡蜜拉	BattleKeywords-a1c7p3.json	TinyCarmilla
A Drop of Nourishment	一滴养分	BattleKeywords-a1c7p3.json	OneDropNutrition
Barbed Lasso	荆棘套索	BattleKeywords-a1c7p3.json	ThornNoose
Shimmering【Bloodfiend】	摇曳【血魔】	BattleKeywords-a1c7p3.json	SwirlingBlood
Hardblood	硬血	BattleKeywords-a1c7p3.json	BloodArmor
Hardblood II	硬血II	BattleKeywords-a1c7p3.json	BloodArmor_2nd
Hardblood III	硬血III	BattleKeywords-a1c7p3.json	BloodArmor_3rd
Dreamy Hesitation	如在梦中的犹豫	BattleKeywords-a1c7p3.json	Dreamy
Bloodfeast Consumed (shared)	共用消耗血宴总数	BattleKeywords-a1c7p3.json	BloodDinner_Common_Accumulation
Polydipsic Rose	饥渴的玫瑰	BattleKeywords-a1c7p3.json	ThirstyRose
Rose Wedge	玫瑰之楔	BattleKeywords-a1c7p3.json	RoseWedge
The Endless Wheel	不停旋转的摩天轮	BattleKeywords-a1c7p3.json	FerrisWheel
Starved and Withered	饥饿与衰老	BattleKeywords-a1c7p3.json	StarvingDonqui
Returning Bloodlust	复还的血之冲动	BattleKeywords-a1c7p3.json	RegainedStrength
Returning Bloodlust II	复还的血之冲动II	BattleKeywords-a1c7p3.json	RegainedStrength_2nd
Returning Bloodlust III	复还的血之冲动III	BattleKeywords-a1c7p3.json	RegainedStrength_3rd
Time to abandon my dream...	是时候放弃我的梦了…	BattleKeywords-a1c7p3.json	WeightOfResponsibility_LowMorale
... For my Family, as their Father...	作为父亲，为了家人…	BattleKeywords-a1c7p3.json	WeightOfResponsibility_Panic
Irresponsible Dream	不负责任的梦	BattleKeywords-a1c7p3.json	Precarious
Congealing Blood	正在凝固的血	BattleKeywords-a1c7p3.json	Penetration
Crippling Injury	严重的负伤	BattleKeywords-a1c7p3.json	DecreamentalDefense
Reawakening Joy Of Carnage	觉醒杀戮的昂扬感	BattleKeywords-a1c7p3.json	SanchoMind_LowMorale
WHICH TREATS THE BUS, THE COMPANIONS, AND THE ADVENTURES	与同伴们在巴士上一同经历了诸多冒险，	BattleKeywords-a1c7p3.json	FragmentOfHope
OF HOW SANCHO, OUR DON QUIXOTE, REFUSED TO END THE DREAM	梦永不迎来终焉的桑丘，也是我们的堂吉诃德的故事	BattleKeywords-a1c7p3.json	FragmentOfHopeTwo
