# 同现实证配对：同一记录内中英直接对应（高置信）
# en	cn	count	source
That is...	那是……	2	StoryData/E618B.json
... Is that so.	……是吗。	2	StoryData/E624A.json
Correct.	是的。	2	StoryData/E625A.json
<D-Don Quixote...>	<堂、堂吉诃德……>	2	StoryData/E626B.json
Don Quixote? ??? Rocinante, to me...	堂吉诃德？ ？？？ 把驽骍难得给吾……	2	StoryData/E626B.json
Don Quixote? ??? ... I beseech you.	堂吉诃德？ ？？？ 拜托了……	2	StoryData/E626B.json
… Mm.	……嗯。	2	StoryData/E702B.json
Tsk.	啧。	2	StoryData/E709B.json
Besides...	而且……	2	StoryData/E718B.json
Ahem...	咳咳……	2	StoryData/E720B.json
Then...	随后……	2	StoryData/E721B.json
<Sinclair?>	<辛克莱？>	2	StoryData/E723B.json
Tsk...	啧……	2	StoryData/E725B.json
Master Yihua...?	易华大人……？	2	StoryData/E726B.json
Ricardo The Middle's Big Brother …….	里卡多 中指 幼兄 ……	2	StoryData/E726I.json
Jia Family …!	贾家 ……！	2	StoryData/E728B.json
- FIN -	— 完 —	2	StoryData/E728B.json
The Pinky …….	小指 ……	2	StoryData/E802B.json
Next…	下一个……	2	StoryData/E803B.json
The Hierarch of Hongyuan …?	鸿园的家主 ……？	2	StoryData/E803B.json
The Hierarch of Hongyuan What...?	鸿园的家主 什么……？	2	StoryData/E809B.json
Yoshihide...?	<ruby=Yoshihide>良秀</ruby>……？	2	StoryData/E902B.json
That's...	那是……	2	StoryData/E902B.json
... Thank you.	……谢谢。	2	StoryData/E904B.json
I... I should've finished my homework faster.	我应该……再早一点完成作业的才对……	2	StoryData/E906B.json
*sigh*	呼……	2	StoryData/E908B.json
<Ryōshū?>	<良秀？>	2	StoryData/E910B.json
You cannot enter through this door.	你们不能再往前走了。	2	StoryData/E910B.json
This is...	这是……	2	StoryData/E911A.json
Now departing. Vroom-vroom.	出发咯。布隆布隆。	2	StoryData/E914B.json
Yes.	是。	2	StoryData/E917B.json
<Uh...>	<啊……>	2	StoryData/E917B.json
*POP!*	啪！	2	StoryData/E918A.json
Okay.	好。	2	StoryData/E920B.json
<i>*POP!*</i>	啪！	2	StoryData/E923B.json
... Gyeong-eop.	……庆业。	2	StoryData/E925B.json
I did.	是。	2	StoryData/E927B.json
Confirmed.	是。	2	StoryData/E927B.json
Shi Huazhen …….	史华贞 ……	2	StoryData/ES061A.json
What…?	什么……？	2	StoryData/ES180A.json
Man Tied to a Chair ??? …….	被绑在椅子上的人 ？？？ ……	2	StoryData/P10115.json
Then…	然后……	2	StoryData/P10213.json
W Corp. Cleanup Agent They are not.	W公司 清扫人员 不是。	2	StoryData/P10302.json
Don Quixote Heishou Pack - Wei Branch ...!	堂吉诃德 黑兽 - 未 ……！	2	StoryData/P10313.json
Effloresced E.G.O::Procuration.	绽放E.G.O::代行。	2	StoryData/P10314.json
Ryōshū LCCB Assistant Manager ……	良秀 LCCB 系长 ……	2	StoryData/P10406.json
Clack, clack.	哒、哒。	2	StoryData/P10408.json
Ryōshū District 20 Yurodivy Four.	良秀 20区 圣愚 四颗。	2	StoryData/P10409.json
Safety Team Captain …….	安保部 队长 ……	2	StoryData/P10410.json
Welfare Team Agent .......	福利部 员工 ……	2	StoryData/P10414.json
Clatter, clatter.	咔哒，咔哒。	2	StoryData/P10504.json
Meursault Welfare Team Captain Mm.	默尔索 福利部 队长 嗯。	2	StoryData/P10514.json
R Corp. 4th Pack Reindeer …….	R公司 第四集团军 驯鹿队 ……	2	StoryData/P10612.json
Chronicler Daguanyuan …….	史官 大观园 ……	2	StoryData/P10613.json
Interviewer ??? Ah.	记者 ？？？ 啊啊。	2	StoryData/P10616.json
Heathcliff Öufi South Section 3 …….	希斯克利夫 Öufi协会 3科 ……	2	StoryData/P10708.json
W Corp. Cleanup Agent .......	W公司 清扫人员 ……	2	StoryData/P10713.json
*splatter*	唰！	2	StoryData/P10714.json
AYE!!!	是！！！	2	StoryData/P10808.json
Then...	然后……	2	StoryData/P10810.json
Heishou Pack - Si Branch …….	黑兽 - 巳 ……	2	StoryData/P10912.json
Heishou Pack - Si Branch ……	黑兽 - 巳 ……	2	StoryData/P10912.json
Commander R Corp. 4th Pack .......	指挥官 R公司第四集团军 ……	2	StoryData/P10914.json
R Corp. 4th Pack Reindeer .......	R公司第四集团军
驯鹿队 ……	2	StoryData/P10914.json
Heishou Pack - You Branch …….	黑兽 - 酉 ……	2	StoryData/P11014.json
??? LCA …….	？？？ LCA ……	2	StoryData/P11114.json
Novice Snakes Heishou Pack - Si Branch …….	新来的蛇们 黑兽 - 巳 ……	2	StoryData/P11212.json
Gregor Night Awls Capitano .......	格里高尔 夜锥组 队长 ……	2	StoryData/P11213.json
Ooh...	哦哦……	2	StoryData/PC03B.json
< ... Your thoughts, Faust?>	<……你怎么想，浮士德？>	2	StoryData/PC07B.json
But—	但是……	2	StoryData/PC07B.json
The clock turns.	时钟转动。	2	StoryData/PC07B.json
Vessel Masas Decks …….	大众号，甲板 ……	2	StoryData/PC13B.json
... Pfft.	……噗。	2	StoryData/S002B.json
... Tch.	……啧。	2	StoryData/S004B.json
Off the bus.	全员下车。	2	StoryData/S107B.json
Checkpoint Official K Corp. …All checked out. Next.	检查站工作人员 K公司 ……检查完毕。下一位。	2	StoryData/S303B.json
<Ishmael!>	<以实玛利！>	2	StoryData/S412B.json
Samjo K Corp. Dept. of Food Resource Development ……	三朝 K公司 粮食资源改良部门 ……	2	StoryData/S421B.json
Dongbaek Technology Liberation Alliance ……	冬柏 技术解放联盟 ……	2	StoryData/S447B.json
Dongbaek Technology Liberation Alliance ……	冬柏 绽放E.G.O::山茶花 ……	2	StoryData/S448A.json
Ahem.	咳。	2	StoryData/S454B.json
HEAVE!	嘿！	2	StoryData/S502B.json
Shut up.	闭嘴。	2	StoryData/S503B.json
Me.	我。	2	StoryData/S506B.json
Heh...	呵……	2	StoryData/S514B.json
Wait.	等等。	2	StoryData/S514B.json
Indeed.	没错。	2	StoryData/S518B.json
Tsk...	嘁……	2	StoryData/S526A.json
... Haah.	……哈啊。	2	StoryData/S601B.json
… What?	……什么？	2	StoryData/S610B.json
<Heathcliff!>	<希斯克利夫！>	2	StoryData/S611B.json
Wha... what?	什……什么？	2	StoryData/S612B.json
I no longer fear the ghosts.	我不再害怕幽灵了。	2	StoryData/S612B.json
Heathcliff...	希斯克利夫……	2	StoryData/S613B.json
The basement.	地下室。	2	StoryData/S619A.json
... Hah.	……呵。	2	StoryData/S621A.json
Huh?	什么？	2	StoryData/S632I.json
... Yeah.	……是啊。	2	StoryData/S634B.json
Oh...!	啊……	2	StoryData/S636B.json
No...	不……	2	StoryData/S648B.json
That counts as a diary still.	那也是日记。	2	StoryData/S648I.json
It is a record of your life.	因为这是你人生的记录。	2	StoryData/S648I.json
I was always honest with my diary.	我将一切都如实记录在日记上了。	2	StoryData/S648I.json
Heathcliff shall never know.	希斯克利夫永远不会知道吧。	2	StoryData/S648I.json
He will never know how much I...	我有多么……	2	StoryData/S648I.json
How much I...	多么……	2	StoryData/S648I.json
Heathcliff? How did you...?	希斯克利夫？你为什么会在这里？	2	StoryData/S648I.json
And I have always, always...	但我却对那狂风骤雨般的灾难……	2	StoryData/S648I.json
Thank you. For having the courage.	谢谢你，能鼓起勇气。	2	StoryData/S648I.json
Finally, our hearts...	我们的心意……	2	StoryData/S648I.json
The key to my Heathcliff's happiness...	能让我的希斯克利夫获得幸福的方法……	2	StoryData/S648I.json
... is in your diary.	应该就在你的日记之中。	2	StoryData/S648I.json
So I...	所以我……	2	StoryData/S648I.json
I don't love every Heathcliff in every world.	我爱的不是所有世界中的希斯克利夫……	2	StoryData/S648I.json
I love you. As you are now.	我只爱此刻的你。	2	StoryData/S648I.json
Don Quixote? ??? …….	堂吉诃德？ ？？？ ……	2	StoryData/S701B.json
<Uh...>	<嗯……>	2	StoryData/S708B.json
... Xichun.	……惜春。	2	StoryData/S725B.json
I see.	原来如此。	2	StoryData/S735B.json
Nothing has been decided yet, mother.	还未曾决定好呢，太太。	2	StoryData/S801B.json
Okay, grandmother. Mother.	回老太太、太太的话，是。	2	StoryData/S801B.json
A few hours ago...	几小时前……	2	StoryData/S801B.json
Hehe.	呼呼。	2	StoryData/S805B.json
Jia Mu, venerated be her presence, graces us!	老太君驾到！	2	StoryData/S806B.json
Precisely.	正是如此。	2	StoryData/S808B.json
Yes, young master.	是，少爷。	2	StoryData/S818B.json
Qiu's Clan …….	贾丘的势力 ……	2	StoryData/S822B.json
Oh?	嚯。	2	StoryData/S912B.json
Right.	没错。	2	StoryData/S913B.json
Boss.	组长。	2	StoryData/S916B.json
LCE Research Team Hallway …….	LCE研究组 走廊 ……	2	StoryData/S923B.json
Yeah.	没错。	2	StoryData/S925B.json
LCE Research Team
Elevator .......	LCE研究组 电梯 ……	2	StoryData/S926A.json
I'm sorry...	对不起……	2	StoryData/S929A.json
Yeah. A-ra-ya. That's how you read it.	没错。阿赖耶。这样读。	2	StoryData/S931B.json
Go on, read it.	来，读读看。	2	StoryData/S931B.json
No... That's not how you read those letters...	不。那个词不应该那么念……	2	StoryData/S931B.json
??? ??? ... Bya!	？？？ ？？？ ……呀！	2	StoryData/S940B.json
It's Mommy!	是妈妈！	2	StoryData/S940B.json
... -ou...	你……	2	StoryData/S941B.json
... wi-hou- -evering... -he spi-er's --read...	不圆部割惹……就不人……	2	StoryData/S941B.json
Corridor of the Ring .......	环指的走廊 ……	2	StoryData/S943A.json
So that peanut's yer leash, huh.	敢情那小不点就是拴你的项圈对不。	2	StoryData/S947B.json
Mommy, ILY so much!	妈妈对我来说是“最爱”的。	2	StoryData/S947B.json
Ryōshū and Araya's Room, Past Araya.	过去，良秀与阿赖耶的房间 阿赖耶。	2	StoryData/S947B.json
It'll be...	这里面……	2	StoryData/S947B.json
Mommy... used to hide here all the time.	妈妈……曾经在里面藏过很多次。	2	StoryData/S947B.json
I promise I'll come back for you.	我一定会回来的。	2	StoryData/S947B.json
Araya...	阿赖耶……	2	StoryData/S947B.json
??? No.	？？？ 不对。	2	StoryData/S948A.json
Naive Faust? Gesellschaft …….	纯真的浮士德？ Gesellschaft ……	2	StoryData/S951B.json
K Corp.	K公司	2	StoryTheaterDanteNote.json
The Backstreets	后巷	2	StoryTheaterDanteNote.json
Refraction Railway Line 5	折射轨道5号线	2	StoryTheaterDanteNote_10.json
Color Fixer	特色	2	StoryTheaterDanteNote_11.json
Shi Association	し协会	2	StoryTheaterDanteNote_2.json
Liu Association	六协会	2	StoryTheaterDanteNote_2.json
Cinq Association	Cinq协会	2	StoryTheaterDanteNote_2.json
Refraction Railways	折射轨道	2	StoryTheaterDanteNote_4.json
Refraction Railway Line 2	折射轨道2号线	2	StoryTheaterDanteNote_4.json
Dieci Association	Dieci协会	2	StoryTheaterDanteNote_4.json
Seven Association	Seven协会	2	StoryTheaterDanteNote_5.json
Devyat' Association	Девять协会	2	StoryTheaterDanteNote_5.json
S Corp.	S公司	2	StoryTheaterDanteNote_6.json
Refraction Railway Line 3	折射轨道3号线	2	StoryTheaterDanteNote_6.json
Refraction Railway Line 4	折射轨道4号线	2	StoryTheaterDanteNote_7.json
Zwei Association	Zwei协会	2	StoryTheaterDanteNote_8.json
Seven South Section 6: Yi Sang’s Story	Seven协会 南部6科，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Blade Lineage Salsu: Yi Sang’s Story	剑契组 杀手，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
W Corp. L2 Cleanup Agent: Faust’s Story	W公司 2级清扫人员，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy Corp. Remnant: Faust’s Story	脑叶公司 幸存者，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Shi South Section 5 Director: Don Quixote’s Story	し协会 南部5科科长，堂吉诃德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Seven South Section 6: Ryōshū’s Story	Seven协会 南部6科，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Kurokumo Wakashu: Ryōshū’s Story	黑云会 若众，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Liu South Section 6: Meursault’s Story	六协会 南部6科，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
W Corp. L2 Cleanup Agent: Meursault’s Story	W公司 2级清扫人员，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Kurokumo Wakashu: Hong Lu’s Story	黑云会 若众，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Tingtang Boss: Hong Lu’s Story	豆豆帮 帮主，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Shi South Section 5: Heathcliff’s Story	し协会 南部5科，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
R Corp. 4th Pack Rabbit: Heathcliff’s Story	R公司 第四集团军 兔子队，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
R Corp. 4th Pack Reindeer: Ishmael’s Story	R公司 第四集团军 驯鹿队，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Shi South Section 5: Ishmael’s Story	し协会 南部5科，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
LCCB Assistant Manager: Ishmael’s Story	LCCB 系长，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Blade Lineage Salsu: Sinclair’s Story	剑契组 杀手，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Zwei South Section 6: Sinclair’s Story	Zwei协会 南部6科，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Jefe de Los Mariachis: Sinclair’s Story	流浪乐队 老大，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Blade Lineage Salsu: Outis’s Story	剑契组 杀手，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
G Corp. Head Manager: Outis’s Story	G公司 部长，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Liu South Section 6: Gregor’s Story	六协会 南部6科，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
G Corp. Manager Corporal: Gregor’s Story	G公司 科长代理，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
N Corp. Großhammer: Meursault’s Story	N公司 大锤，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
N Corp. Mittelhammer: Rodion’s Story	N公司 中锤，罗佳的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The One Who Grips: Faust’s Story	执柄者，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
N Corp. Kleinhammer: Heathcliff’s Story	N公司 小锤，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Seven South Section 6 Director: Outis’s Story	Seven协会 南部6科科长，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Liu South Section 5: Hong Lu’s Story	六协会 南部5科，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
R.B. Chef de Cuisine: Ryōshū’s Story	良·派 厨师长，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
R.B. Sous-chef: Gregor’s Story	良·派 帮厨，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
N Corp. Mittelhammer: Don Quixote’s Story	N公司 中锤，堂吉诃德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The One Who Shall Grip: Sinclair’s Story	准执柄者，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Rosespanner Workshop Rep: Rodion's Story	玫瑰扳手工坊 代表，罗佳的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Rosespanner Workshop Fixer: Meursault's Story	玫瑰扳手工坊 收尾人，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy E.G.O Sunshower: Heathcliff's Story	脑叶公司E.G.O::狐雨，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Rosespanner Workshop Fixer: Gregor's Story	玫瑰扳手工坊 收尾人，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Effloresced E.G.O Spicebush: Yi Sang's Story	绽放E.G.O::山茶花，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy E.G.O Sloshing: Ishmael's Story	脑叶公司E.G.O::荡漾，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
K Corp. Class 3 Excision Staff: Hong Lu's Story	K公司3级摘除人员，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy E.G.O Red Sheet: Sinclair's Story	脑叶公司E.G.O::朱符，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Liu South Section 4: Ishmael's Story	六协会 南部4科，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
R Corp. 4th Pack Rhino: Meursault's Story	R公司 第四集团军 犀牛队，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Zwei South Section 5: Rodion's Story	Zwei协会 南部5科，罗佳的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Cinq South Section 5 Director: Don Quixote’s Story	Cinq协会 南部5科科长，堂吉诃德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Molar Boatworks Fixer: Ishmael's Story	臼齿修船厂 收尾人，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Molar Boatworks Fixer: Sinclair's Story	臼齿修船厂 收尾人，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Zwei South Section 4: Gregor’s Story	Zwei协会 南部4科，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Zwei South Section 4: Faust's Story	Zwei协会 南部4科，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
W Corp. L2 Cleanup Agent: Hong Lu's Story	W公司 2级清扫人员，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Seven South Section 4: Faust's Story	Seven协会 南部4科，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Seven South Section 4: Heathcliff’s Story	Seven协会 南部4科，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Molar Office Fixer: Yi Sang's Story	臼齿事务所 收尾人，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Molar Office Fixer: Outis's Story	臼齿事务所 收尾人，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Dieci South Section 4: Rodion's Story	Dieci协会 南部4科，罗佳的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy E.G.O Regret: Faust's Story	脑叶公司E.G.O::悔恨，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Hook Office Fixer: Hong Lu's Story	吊钩事务所 收尾人，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
W Corp. L3 Cleanup Agent: Yi Sang's Story	W公司 3级清扫人员，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Twinhook Pirates First Mate: Gregor's Story	双钩海盗团 大副，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
LCCB Assistant Manager: Ryōshū’s Story	LCCB 系长，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Middle Little Sister: Don Quixote's Story	中指 幼妹，堂吉诃德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Middle Little Brother: Meursault's Story	中指 幼弟，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Pequod Harpooneer: Heathcliff's Story	裴廓德号 鱼叉手，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Pequod First Mate: Yi Sang's Story	裴廓德号 大副，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Cinq South Section 4 Director: Sinclair's Story	Cinq协会 南部4科科长，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Cinq South Section 4: Outis's Story	Cinq协会 南部4科，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy E.G.O Magic Bullet Outis's Story	脑叶公司E.G.O::魔弹，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Lobotomy E.G.O Lantern Don Quixote's Story	脑叶公司E.G.O::提灯，堂吉诃德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Dieci South Section 4: Hong Lu's Story	Dieci协会 南部4科，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Dieci South Section 4: Yi Sang's Story	Dieci协会 南部4科，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Pequod Captain: Ishmael’s Story	裴廓德号 船长，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Blade Lineage Mentor: Meursault's Story	剑契组 头领，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Blade Lineage Salsu: Faust's Story	剑契组 杀手，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Kurokumo Clan Captain: Gregor's Story	黑云会 副会长，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Blade Lineage Salsu: Don Quixote's Story	剑契组 杀手，堂吉诃德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Liu South Section 4 Director: Rodion's Story	六协会 南部4科科长，罗佳的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Liu South Section 4: Ryōshū’s Story	六协会 南部4科，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Öufi South Section 3: Heathcliff's Story	Öufi协会 南部3科，希斯克利夫的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Wuthering Heights Chief Butler: Outis's Story	呼啸山庄 首席管家，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Dead Rabbits Boss: Meursault's Story	死兔帮 老大，默尔索的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Edgar Family Heir: Gregor's Story	埃德加家族 继承人，格里高尔的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Wuthering Heights Butler: Faust's Story	呼啸山庄 管家，浮士德的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Edgar Family Chief Butler: Ryōshū's Story	埃德加家族 首席管家，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Edgar Family Butler: Ishmael's Story	埃德加家族 管家，以实玛利的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Dawn Office Fixer: Sinclair's Story	黎明事务所 收尾人，辛克莱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Ring Pointillist Student: Yi Sang's Story	环指 点彩派 学徒，李箱的故事	2	StoryTheaterMirrorWorldStoryTitle.json
The Ring Pointillist Student: Outis's Story	环指 点彩派 学徒，奥提斯的故事	2	StoryTheaterMirrorWorldStoryTitle.json
District 20 Yurodivy: Hong Lu's Story	20区 圣愚，鸿璐的故事	2	StoryTheaterMirrorWorldStoryTitle.json
District 20 Yurodivy: Ryōshū's story	20区 圣愚，良秀的故事	2	StoryTheaterMirrorWorldStoryTitle.json
Dante’s Notes	但丁的笔记	2	StoryTheaterOther.json
Rooms Past the Backdoor	后门里的房间	2	StoryTheaterOther.json
A Notable Change	有意义的改变	2	StoryTheaterOther.json
Back to the Bus.	回到巴士。	2	StoryTheaterOther.json
A Blade Fiend's Fathoms	剑鬼的心象	2	StoryTheaterOther.json
Risk Levels & Classifications	危险等级&编号	2	StoryTheaterOther.json
The Final Problem	最后一案	2	StoryTheaterOther.json
A Familiar Siren	熟悉的警报声	2	StoryTheaterOther.json
Clear 5.5-12	通过5.5-12	2	StoryTheaterUIText.json
Clear 6-48	通过6-48	2	StoryTheaterUIText.json
Download	下载	2	StoryVoiceSettingUI.json
Unselectable	不可选中	2	SuccessRate.json
High	高	2	SuccessRate.json
Low	低	2	SuccessRate.json
Ebony Queen's Apple	黑檀女王的苹果	2	ThreadDungeon.json
Attack Types and Affinities	攻击类型及属性	2	TutorialDesc.json
Defense Skills: Guard	守备技能：防御	2	TutorialDesc.json
Defense Skills: Counter	守备技能：反击	2	TutorialDesc.json
Defense Skills: Evade	守备技能：闪避	2	TutorialDesc.json
Breaking Parts	部位破坏	2	TutorialDesc.json
Area-of-Effect Skills	群体技能	2	TutorialDesc.json
Abnormality Parts	异想体的部位	2	TutorialDesc_Ab.json
Team Configuration	编队情况	2	TutorialMainUIText.json
Support List	助战列表	2	TutorialMainUIText.json
Skill Icons	技能图标	2	TutorialMainUIText.json
Coin Effects	硬币效果	2	TutorialMainUIText.json
Threadspin Tier	异想解析阶段	2	TutorialMainUIText.json
Checkpoints	存档点	2	TutorialMainUIText.json
Mirror Dungeons List	镜像迷宫列表	2	TutorialMainUIText.json
Starting E.G.O Gift	初始E.G.O饰品选择	2	TutorialMainUIText.json
Extractions	提取	2	TutorialMainUIText.json
Banner	横幅	2	TutorialMainUIText.json
Company	公司	2	TutorialMainUIText.json
Friends	好友	2	TutorialMainUIText.json
Battle Pass Rewards	战斗通行证奖励	2	TutorialMainUIText.json
Useful Affinities	有效属性	2	TutorialMainUIText.json
Sinner Status	人格状态	2	TutorialMainUIText.json
Event Stages	活动战斗	2	TutorialMainUIText.json
Coupon Trade-in	奖券兑换	2	TutorialMainUIText.json
Presets	使用预先配置	2	TutorialMainUIText.json
Event Closure	活动结束	2	TutorialMainUIText.json
How to Enter	如何进入战斗	2	TutorialMainUIText.json
Line 2 Stations	2号线站点	2	TutorialMainUIText.json
Team Setup	战斗编队	2	TutorialMainUIText.json
Button to the Terminus	终点站移动键	2	TutorialMainUIText.json
Forming the Team	选择罪人	2	TutorialMainUIText.json
Entering the Mirror Dungeon	镜像迷宫入场	2	TutorialMainUIText.json
Floor Buffs	层数增益	2	TutorialMainUIText.json
How to Enter	入场方式	2	TutorialMainUIText.json
Resentful Scabbard	寄宿怨恨的剑鞘	2	TutorialMainUIText.json
Pocket Watch Bundle	成捆怀表	2	TutorialMainUIText.json
Fixer Recov. Pack	收尾人乘客复原包	2	TutorialMainUIText.json
Deploying Backup Units	待命人员编队	2	TutorialMainUIText.json
Classified Data	机密文件	2	TutorialMainUIText.json
Entering Section	进入区段	2	TutorialMainUIText.json
Identity Deployment Limits	人格出战限制	2	TutorialMainUIText.json
Unlocking Nocturnal Sweeping	深夜清扫 已开放	2	TutorialMainUIText.json
[Sweeper Fuel Tank]	特大型液态燃料罐	2	TutorialMainUIText.json
Project Façades	外观投影应用	2	TutorialMainUIText.json
Setting Sinner BGM	设置罪人BGM	2	TutorialMainUIText.json
Starter Buffs	开局增益效果	2	TutorialMirrorDungeon.json
Select Identities to participate in battle.	能够选择并编入参战人格。	2	TutorialMirrorDungeon.json
※ Owned Starlight are not converted into Costs.	※ 已持有的星芒不会转换成经费。	2	TutorialMirrorDungeon.json
Fusion - Wishmaking	合成 - 祈愿	2	TutorialMirrorDungeon.json
Starting from Floor 11, you can select "Adversities".	从第11层开始时，您可以选择制约。	2	TutorialMirrorDungeon.json
Team Rental	编队租借	2	TutorialMirrorDungeon.json
Chain your Skills against the enemy's.	请再次指定技能。	2	TutorialRenewalDesc.json
The Oracle's Proxy	神谕代行者	2	UnitKeyword-pilgrimage.json
Your friend list is full.	好友列表已满。	2	UserInfo_Friends.json
An unexpected error has occurred.	发生未知错误。	2	UserInfo_Friends.json
Complete Suppression of Fairy Festival	成功镇压精灵盛宴	2	Walpu3EventText.json
Complete Suppression of Fairy Festival within 10 turns	10回合以内镇压精灵盛宴	2	Walpu3EventText.json
Yes	是	2	Walpu3EventText.json
No	否	2	Walpu3EventText.json
Will you enter the book of Fairy Festival?	要进入精灵盛宴之书吗？	2	Walpu3EventText.json
Fruit of Understanding	理解的果实	2	Walpu4EventText.json
Defeat 2+ enemies in a single turn	一回合内击杀至少两名敌方单位	2	Walpu4EventText.json
Book of the Church of Gears	齿轮教团之书	2	Walpu5EventText.json
