# en	cn	en_hits	cn_hits	source	id
Trials	苦难	53	104	MirrorDungeonUI_5.json	mirror_enemy_buff
Urge	欲望	43	112	BattleKeywords.json	Desire
Line 2	2号线	79	76	MirrorDungeonTheme-1.json	1109
Lamp	目灯	135	18	BattleKeywords-a1c9p3.json	LanternHohenheimBigBird
Identity Training Ticket IV	人格训练券IV	80	73	Items.json	214
Support	呐喊助威	149	3	Passives.json	1030121
Seven Association	Seven协会	31	121	StoryTheaterDanteNote_5.json	SevenAsso
Points	点数	86	65	MirrorDungeonUI_5.json	mirrordungeon_egogift_combine_guide_score_score_header
Sasha	萨莎	72	78	AbnormalityGuides-mowe.json	8347
The Priest	神父	63	87	Enemies-a1c7p3.json	8378
Progress	当前进度	144	6	MirrorDungeonUI_6.json	mirror_dungeon_progress_popup_reward_preview_button
Support	辣喊助威	149	1	Passives-x1p1c1.json	40002702
The Dead Rabbits	死兔帮	37	112	StageNode-a1c6p1.json	10617
Inquisitors	异端审判官	50	99	StageNode1-3.json	10310
Ricardo	里卡多	73	75	Enemies-a1c5p2.json	8099
The Laws	规则	36	112	StageNode-a1c5p1.json	10502
Progress	成就进度	144	3	MirrorDungeonUI_5.json	mirrordungeon_achievement_progress
Grade 8 Fixers	8阶收尾人	1	145	StageNode1-1.json	10110
Defense Level Up	防御等级强化	139	6	BattleKeywords_Mirror3.json	MDHcFaBa
Wealth	富	23	122	EGOgift_MirrorDungeon_6.json	9800
Challenge	挑战	68	77	MirrorDungeonUI_6.json	mirror_constraint_button
Tribulation	苦难	40	104	BattleKeywords-BossRaid.json	FavorBuffTwthHardForUI
Marked	标识	128	15	BattleKeywords-a1c5p3.json	AaCePcBa
Lei Heng	雷横	67	76	Enemies-a1c8p3.json	1145
Identity Training Ticket III	人格训练券III	75	68	Items.json	213
Mr. Pilot	皮利托	6	137	StageNode-a1c5p1.json	10513
Resurrect	复活	1	141	Bufs.json	RailBuffForLine2_T_ALLY
Activated	已激活	126	15	MirrorDungeonUI_2.json	activation_complete
Stigmatized	标记	10	130	BattleKeywords-a1c8p3.json	FellBulletMarkReplica
Grace	恩义	137	2	Passives_Abnormality-a1c9p1.json	131805
Defense Power Up	忍耐	34	104	BattleKeywords.json	Endurance
Search	饰品观测	124	13		
Rampage	挣扎	27	109	BattleKeywords-a1c8p3.json	OutpouringAnger
Queequeg	魁魁格	58	78	Enemies-a1c5p3.json	8112
Slayer	杀手	8	128	Passives.json	1100201
Damage Taken	受击之时	133	3	Passives_Abnormality-cultivation.json	127201
First Class	头等舱	70	66	StageNode91-10.json	911001
Details	详情	90	45	MirrorDungeonUI_3.json	mirror_dungeon3_start_buff_detail
Singularities	奇点	22	113	StoryTheaterDanteNote_2.json	Singularity
Yield My Flesh	肉斩	64	70	ActionEvents_Mirror7.json	971085
Achievements	成就	42	91	MirrorDungeonUI_5_InfinityFloor.json	mirror_dungeon_achievement_list_title
Suffering	饱受折磨	129	3	Passives.json	1120921
Revenge	复仇	30	101	Bufs-a1c6p2.json	Vengeance_LowMorale
Zilu	子路	56	75	Enemies-a1c8p2.json	1133
The Guide	向导	20	111	Passives_Assist-a1c9p3.json	40001209
Limbus Pass	边狱通行证	78	52	BattlePass.json	battlepass_limbuspass
Season 5	第5赛季	74	56	SeasonTitle.json	season_filter_5
Dieci Association	Dieci协会	20	110	StoryTheaterDanteNote_4.json	DieciAsso
Accelerating	加速	16	112	Bufs.json	RailBuffForLine2_D_ENEMY
Hindley	亨德利	52	76	Enemies-a1c6p2.json	91015
The Outskirts	郊区	50	78	StoryTheaterDanteNote_5.json	Outside
Pequod Town	裴廓德镇	61	65	DungeonArea-a1c5p3.json	dungeon_1_5_0102
U Corp.	U公司	45	81	StoryTheaterDanteNote_5.json	NestU
Bloodfeast	血宴	64	61	BattleKeywords-a1c7p1.json	BloodDinner
Red Eyes	赤瞳	87	36	BattleKeywords-walpu4.json	RedEyeFirst
Guides	向导	12	111	StageNode1-1.json	10109
School	学校	90	33	StageNode91-25.json	912507
Butterfly of Entangled Lives	罗生蝶	62	60	AbnormalityGuides_Refraction6.json	9567
Wandering	徘徊	68	54	BattleKeywords.json	Prowl_LowMorale
Desirous	渴望	6	115	BattleKeywords.json	Greedy
Unbending	不动	9	112	EGOgift_MirrorDungeon-EventTheme.json	9718
The Sign	印记	31	90	StoryTheaterDanteNote_12.json	TheSigns
Grace of the Prescript	指令加护	67	53	BattleKeywords-a1c9p1.json	BlessingOfIndexPrescriptAlly
The Master	师父	52	68	StageNode91-19.json	911909
Shi Association	し协会	13	107	StoryTheaterDanteNote_2.json	ShiAsso
The Indigo Elder	靛蓝老人	54	65	StageNode-a1c5p2.json	10534
The Pallid Whale	白鲸	34	85	StageNode-a1c5p2.json	10537
Ardor Blossom Moth	红焰蛾	59	59	AbEvents-a1c9p2.json	132001
Spiral of Contempt	轻蔑螺旋	54	64	AbEvents_Refraction3.json	85850101
Poison	剧毒	57	61	BattleKeywords.json	Poison
A Guide	向导	7	111	StageNode91-16.json	911603
Devyat' Association	Девять协会	8	110	StoryTheaterDanteNote_5.json	DebatyAsso
Öufi Association	Öufi协会	0	118	UnitKeyword.json	UnitKeyword_OUFI
Surgery	手术	19	98	BattleKeywords.json	Operation
Season 7	第7赛季	58	59	SeasonTitle.json	season_filter_7
Fanghunt Office	猎牙事务所	58	59	UnitKeyword-a1c7p1.json	UnitKeyword_FANG_HUNT
Spark	点燃	58	58	BattleKeywords_Refraction3.json	MRcAiBc
Shell	外壳	73	43	Enemies91-4.json	806302
Nightmare	噩梦	57	59	Passives_Abnormality-a1c6p3.json	816104
Lightning	雷电	99	16	BattleKeywords.json	DogThunder
Uncertainty	不确定性	103	12	StageNode91-10.json	911015
The Library	图书馆	28	87	StoryTheaterDanteNote_5.json	Library
Maestro	大师	44	71	UnitKeyword.json	UnitKeyword_RING_FINGER_MAESTRO
Not Me	不是我	8	105	Passives_Abnormality_Refraction5.json	863103
Season 6	第6赛季	64	49	SeasonTitle.json	season_filter_6
Petals	花瓣	65	47	BattleKeywords.json	AlriuneEGOWe
Big & Scary	可怕	0	112	Passives_Enemy-a1c7p1.json	9016103
Sea Terror	恐鱼	41	71	UnitKeyword-pilgrimage.json	UnitKeyword_SEA_TERROR
Defense Power Down	破绽	38	73	BattleKeywords.json	Disarming
Timekilling Time	时间杀人时间	52	58	MirrorDungeonTheme-1.json	1105
The Proof	证明	5	105	StageNode91-19.json	911912
Instincts	本能	34	75	BattleKeywords-Refraction1BokGak.json	AggressiveBokgak
Hardship	苦难	5	104	EGOgift_walpu4.json	9748
The Time Ripper	时间杀人魔	26	82	AbnormalityGuides-tkt.json	8278
Sack	袋子	87	21	Passives_Abnormality-a1c6p3.json	816603
Total Turns	累计回合数	73	35	RailwayDungeonUI.json	accumulated_turn
Blessing	加护	31	76	BattleKeywords-walpu6.json	BlessingAlly
Solitude	孤独	29	78	BattleKeywords.json	GodokPanicType
Interloper	不速之客	27	80	BattleKeywords_Refraction4.json	UninvitedGuest
Seaborn	海嗣	16	91	Passives_Abnormality-pilgrimage.json	129102
The Contract	契约	76	31	StageNode-a1c9p2.json	10927
Details	详细信息	90	16	RailwayDungeonUI_5.json	railway_dungeon_5_statistics_button
Purity	纯粹	23	82	BattleKeywords.json	Cromer_Madness
Gossypium	棉花	52	53	BattleKeywords_Refraction3.json	MRcAfBa
Extraction Ticket	提取券	9	96	Items.json	101
Awe	敬畏	49	55	EGOgift_MirrorDungeon.json	9108
Resentment	疙瘩	92	12	Enemies.json	805701
Film	胶片	58	46	StageNode91-27.json	912705
Damage Down	伤害弱化	43	60	BattleKeywords.json	AttackDmgDown
Hate	憎恶之心	101	1	Passives_Abnormality-a1c8p2.json	115701
The Client	委托人	37	65	StageNode1-4.json	10407
Identity Uptying	人格同步	1	101	StoryTheaterDanteNote_3.json	PersonalitySync
Frozen	冻结	37	64	BattleKeywords-pilgrimage.json	FreezingDOQ
Lasso	套索	54	47	BattleKeywords.json	Snare
Survivor	幸存者	31	70	StageNode91-25.json	912502
Pursuit	追踪	65	36	StageNode91-27.json	912709
Determination	觉悟	57	43	BattleKeywords-a1c6p3.json	AaCfPcBo
Blood-tinged Scissorblades	染血的剪刃	68	32	BattleKeywords-a1c7p1.json	BloodScissor
Responsibility	责任感	92	8	BattleKeywords-a1c8p3.json	YisangParryGubo
Penitence	忏悔	55	44	BattleKeywords-walpu4.json	PenanceFirst
Weekly	周常任务	97	2	BattlePass.json	battlepass_weeklymission
Dead Rabbits Boss	死兔帮 老大	51	48	Enemies-a1c6p2.json	8204
Ch'unokkun	推奴人	39	60	Passives.json	1061502
Sweepers	清道夫	31	68	StoryTheaterDanteNote_10.json	Sweeper
Blooming	开花	68	30	BattleKeywords.json	DongbaekFlorescence
Fruit	果实	48	50	Enemies.json	800101
Sell	售卖	52	46	MirrorDungeonUI_3.json	sell
Season 4	第4赛季	49	49	SeasonTitle.json	season_filter_4
Self-charge	自体发电	59	38	BattleKeywords.json	SelfCharge
Emptiness	空虚	32	65	BattleKeywords.json	DistortedDongrangEmptiness
Palanquin	轿子	45	52	Enemies-a1c8p3.json	115202
Legs	腿部	83	14	Enemies.json	800903
LCB Regular Check-up	LCB定期体检	51	46	MirrorDungeonTheme-1.json	1115
Nocturnal Sweeping	深夜清扫	46	51	MirrorDungeonTheme-1.json	1117
The Battle's End	战斗结束	5	92	Passives_Abnormality-a1c8p2.json	115905
Heishou Pack - Si Branch	黑兽 - 巳	0	97	UnitKeyword.json	UnitKeyword_BLACK_BEAST_SNAKE
Fanatic	狂信	45	51	BattleKeywords.json	Assemble
Details	详细内容	90	6	MirrorDungeonUI_6.json	mirror_starlight_result_tooltip_button
Portrait	肖像画	80	15	AbnormalityGuides_Refraction4.json	8606
Magic Bullet	魔弹	43	52	BattleKeywords.json	FreischutzShotCount
Owned	已拥有	81	14	MirrorDungeonUI_6.json	mirror_unobservable_egogift_reason_is_owned
Cans	罐头	28	67	StageNode91-27.json	912707
Ruin	破灭	56	38	BattleKeywords.json	WanderingFootsteps_LowMorale
Heathcliff?	希斯克利夫？	0	94	Enemies-a1c6p2.json	8164
Analytic Eye	分析	1	93	Passives.json	1020101
Observational Eye	分析	1	93	Passives.json	1010221
Tieqiu Crew	铁工会	35	59	UnitKeyword.json	UnitKeyword_TIEQIU
Refresh	刷新	41	52	MirrorDungeonUI_3.json	dungeon_shop_refresh
Bud	花蕾	77	15	Enemies.json	805401
Details	详细情报	90	2	RailwayDungeonUI.json	railway_dungeon_detailed_info
Immobilized	无法行动	21	70	Bufs.json	Inactible
Season 3	第3赛季	45	46	SeasonTitle.json	season_filter_3
Bloodied Hand	染血之手	61	29	BattleKeywords-a1c7p2.json	BloodyHand
Candy	糖果	42	48	BattleKeywords-fools.json	CandyForCharon_LowMorale
The Terminus	终点站	36	54	RailwayDungeonUI_2.json	railway_dungeon_2_final_station
Nervous	焦虑	65	24	BattleKeywords.json	Nervous
The Uninvited	不速之客	9	80	BattleKeywords.json	UninvitedGuestPersonality
Max Speed +1	最大速度值+1	0	89	MirrorDungeonUI_2.json	md3_buffs_summaryDesc_1212
Skip	脱离	28	61	MirrorDungeonUI_6.json	mirror_hidden_stage_information_quit_button
Cycle Count	巡回数	29	60	RailwayDungeonUI_1002.json	ui_railway_dungeon_rotation_count
Pity	怜悯	51	38	StageNode-a1c9p3.json	10947
Map	地图	40	49	StageNode1-1.json	10106
Louse	虫子	2	87	StageNode1-2.json	10204
Fell Bullet	凶弹	34	54	AbEvents_Refraction5.json	863001
Pilgrimage of Compassion	善意的巡礼	52	36	MirrorDungeonTheme-1.json	1122
Shock	感电	84	3	BattleKeywords.json	ElectricShock
The Chain	锁链	26	61	Enemies-a1c6p3.json	816602
Loyalty	忠义	54	33	Passives.json	1050701
to Unlock	通过主线剧情	66	20		
Owned	已持有	81	5	MirrorDungeonUI_7.json	EgoGiftListPopupTabType_OWNED_WITH_DETAIL_TAG
Adaptation	适应	17	69	Passives_Abnormality-a1c9p3.json	137802
Kezhan	客栈	33	53	StageNode91-16.json	911605
Dihui Star	地慧星	33	53	UnitKeyword.json	UnitKeyword_DIHUI_STAR
Keenness	锐利	7	78	BattleKeywords_Mirror3.json	MDcFcBe
Powerless	无力	12	73	Passives_Abnormality_Refraction2.json	856601
Hook Office	吊钩事务所	42	43	UnitKeyword.json	UnitKeyword_HOOK_OFFICE
Multitude of Dots	点点	2	82	Passives.json	1110901
Line 4	4号线	40	44	RailwayDungeon.json	4
Telepole	电线杆	32	51	Enemies.json	803202
Vanguard Team	先锋队	77	6	Passives.json	1111401
The Pawnshop	当铺	4	79	StageNode1-2.json	10202
Smoke War	烟霾战争	35	48	UnitKeyword-a1c9p3.json	UnitKeyword_SMOKE_WAR
Tail	尾部	52	30	Enemies.json	803104
Enkephalin Module	脑啡肽模块	14	68	Items.json	11
Identity Training Ticket I	人格训练券I	1	81	Items.json	211
Line 1	1号线	42	40	MirrorDungeonTheme-1.json	1108
N Corp. New League of Nine Littérateurs	N公司 新九人会	0	82	MirrorDungeonTheme-1.json	1501
Parallel Superposition	平行叠加	43	39	MirrorDungeonUI_6.json	mirror_finished_panel_mirror_pass_detail_infinite
Reflectrial	映射战斗	46	36	Passives-BossRaid.json	501206
Harpoons	鱼叉	9	73	StageNode-a1c5p2.json	10530
Ember	火种	31	50	BattleKeywords_Refraction3.json	MRcAiBa
Struggle	苦斗	79	1	Passives_Abnormality-pilgrimage.json	128801
The First Mate	大副	10	70	StageNode-a1c5p1.json	10509
Every World	所有世界	33	47	StageNode-a1c6p3.json	10648
Xiren	袭人	27	53	StageNode-a1c8p1.json	10818
Heishou Pack - You Branch	黑兽 - 酉	0	80	UnitKeyword.json	UnitKeyword_BLACK_BEAST_CHICKEN
Faelantern	精灵提灯	39	40	AbEvents-a1c9p1.json	130801
Vexation	不快	5	74	BattleKeywords-a1c9p2.json	Vespa_LowMorale
High Noon	正午	26	53	BattleKeywords.json	DawnFaust
Resilient	强韧	39	40	BattleKeywords_Mirror3.json	MDHcFdBf
Fairy Wine	精灵酒	36	43	Enemies-a1c5p1.json	8745
Line 5	5号线	37	42	MirrorDungeonTheme-1.json	1118
The Subject	拍摄对象	77	2	StageNode91-27.json	912712
Declared Duel	决斗宣告	47	31	BattleKeywords.json	DuelDeclaration
Unbreakable Coin	不可摧毁的硬币	9	69	BattleKeywords.json	SuperCoin
Daily	日常任务	76	2	BattlePass.json	battlepass_dailymission
Reunion	再会	35	43	StageNode1-4.json	10427
The Church	教团	38	39	BattleKeywords-walpu5.json	Church_LowMorale
Relief	安心	36	41	BattleKeywords.json	Choice_90103402
Tipsy	醉意	37	40	BattleKeywords.json	Tipsiness
Pocket Watch	怀表	46	31	Items.json	20017
Mnestic Experience	经验记忆	40	37	MirrorDungeonTheme-1.json	1128
Offense Level +1	攻击等级+1	0	77	MirrorDungeonUI_2.json	md3_buffs_summaryDesc_1222
Hit the Road	旅途	1	76	StageNode1-0.json	10003
Witnessing	观望	21	56	StageNode91-16.json	911607
Miseries	不幸	5	72	StageNode91-25.json	912508
Immobilize	无法行动	6	70	BattleKeywords.json	Inactible
Adversity	制约	31	45	MirrorDungeonUI_6.json	mirror_constrain_buff
Lei Heng [雷橫]	雷横	0	76	Passives-BossRaid.json	501906
Organizing	整理	5	71	Passives_Enemy-a1c6p1.json	9012201
Color Fixer	特色	20	56	StoryTheaterDanteNote_11.json	ColorFixer
Guilt	负罪感	44	30	BattleKeywords-a1c7p3.json	Guilt_LowMorale
Slash Power Up	斩击威力提升	36	38	BattleKeywords.json	SlashResultUp
Weekly Bonuses	每周加成	35	39	MirrorDungeonUI_2.json	weekly_bonus_reward
Total Turns	最终累计回合	73	1	RailwayDungeonUI_3.json	railway_dungeon_3_boss_accumulated_turn
Application	入职	18	56	StageNode1-4.json	10408
Morale Boost	昂扬	28	45	BattleKeywords.json	Exalted
Identity Training Ticket II	人格训练券II	3	70	Items.json	212
Vessel Masas	大众号	30	43	StageNode91-20.json	912004
Doomsday Calendar	终末日历	33	39	AbnormalityGuides.json	8002
Bugger…	妈的…	0	72	Passives.json	1070401
Purification	净化	12	60	StageNode1-3.json	10315
Regeneration Ampules	再生安瓿	16	56	StageNode1-4.json	10409
Wayfarer	旅者	39	33	StageNode91-25.json	912503
Capture	捕获	39	32	BattleKeywords-a1c5p3.json	AaCePcBl
Miracle in District 20	20区的奇迹	37	34	MirrorDungeonTheme-1.json	1103
The Red Gaze	猩红视线	25	46	Passives.json	999901
Line 6	6号线	35	36	RailwayDungeon.json	6
Monolith	独石	26	45	StoryTheaterDanteNote_6.json	Monolith
Assist Defense	援护防御	31	39	BattleKeywords-a1c5p3.json	AaCePcBs
Withered	衰老	28	42	BattleKeywords-a1c7p1.json	StarvingBarberOne
Maddened	疯狂	5	65	BattleKeywords.json	Crazy_LowMorale
Aida	艾达	33	37	Enemies.json	91004
Backing	援护	11	59	Passives.json	1020321
Determination	决意	57	13	Passives_Abnormality.json	804304
Erlking	魔王	33	37	StageNode-a1c6p3.json	10644
Wayward	彷徨	30	40	StageNode-a1c9p1.json	10909
The Smoke War	烟霾战争	22	48	StoryTheaterDanteNote_11.json	SmokeWar
Charge Barrier	充能力场	37	32	BattleKeywords.json	ChargeForceField
Control Team Captain	控制部队长	58	11	BattleKeywords.json	CtrlTeamCaptain
Anguish	烦恼	14	55	BattleKeywords.json	Hohenheim_LowMorale
Bridle	枷锁	16	53	BattleKeywords_Mirror7.json	EnhanceRoseSign
Roots	根部	55	14	Enemies.json	800104
Line 3	3号线	34	35	MirrorDungeonTheme-1.json	1110
Deactivate	关闭	11	58	MirrorDungeonUI_3.json	mirror_dungeon_atart_buff_diactivation
Yihongyuan	怡红院	33	36	StageNode-a1c8p1.json	10808
Molar Office	臼齿事务所	34	35	UnitKeyword.json	UnitKeyword_MOLAR
Pallidified	白化	36	33	UnitKeyword.json	UnitKeyword_WHITE_PARASITE
Blind Obsession	盲目	22	46	BattleKeywords-a1c5p3.json	AaCePcBc
Welfare Team Captain	福利部队长	58	10	BattleKeywords-walpu8.json	BestWelfareTeamCaptain
Twining Threads	绞丝结线	36	32	MirrorDungeonTheme-1.json	1126
Hook	锈蚀吊钩	67	1	Passives.json	1060701
Blade Lineage Mentor	剑契组 头领	36	32	Passives_Assist-exme.json	40004004
Cleaning	整顿	53	15	Passives_Enemy-a1c6p1.json	9012001
Karma	业报	42	25	BattleKeywords.json	Cycle
Oracle	神谕	10	57	EGOgift_MirrorDungeon.json	9153
Intruders	入侵者	22	45	StageNode-a1c8p1.json	10815
Jeong's Office	定事务所	33	34	UnitKeyword.json	UnitKeyword_JEONG_OFFICE
Alleyway Watchdog	巷头恶犬	33	33	AbnormalityGuides.json	8032
Tigermark Round	虎标弹	28	38	BattleKeywords-a1c8p3.json	BulletPropellant
Entangled Life [羅生]	罗生	0	66	BattleKeywords-a1c9p3.json	RyoshuEGOPF
Left Arm	左臂	33	33	Enemies-a1c5p1.json	874402
Participating	参与中	65	1	MirrorDungeonUI_3.json	mirror_dungeon_already_participated
Siegfried	齐格飞	32	34	StageNode1-3.json	10307
Rendezvous	会合	31	35	StageNode91-27.json	912702
Mirror Worlds	镜像世界	19	47	StoryTheaterDanteNote_8.json	MirrorWorld
Fluid Sac	液囊	25	40	BattleKeywords.json	WaterPocket
Level Boost	等级强化	40	25	BattleKeywords_Mirror6.json	MD6Limit101
Battle Pass	战斗通行证	30	35	BattlePass.json	battlepass_battlepass
Pearl	珍珠	33	32	Enemies-a1c5p3.json	810102
Sin Resistance	罪孽抗性	8	57	Passives_Abnormality-a1c6p2.json	815901
Swordplay of the Homeland	本国剑术	37	27	BattleKeywords.json	SwordPlayOfTheHomeland
Paid Lunacy	付费狂气	24	40	Items.json	1
Spring Cultivation	切磋琢春	33	31	MirrorDungeonTheme-1.json	1121
Funeral	葬礼	36	28	StageNode91-25.json	912501
Xue Family	薛家	21	43	UnitKeyword-a1c8p2.json	UnitKeyword_FAMILY_SEOL
Textbook	教材	26	37	Bufs-a1c9p1.json	TeachersPet_LowMorale
Every Catherine	所有凯瑟琳	31	32	Enemies-a1c6p3.json	8174
Fuse E.G.O Gift	合成E.G.O饰品	55	8	MirrorDungeonUI_3.json	ego_gift_combine_ui_title
Gamefowl	斗鸡	9	54	Passives.json	1101402
The Ring's Docent of Fauvism	环指 野兽派讲解员	0	63	Passives_Abnormality-twth.json	142201
Shock Centipede	电击蜈蚣	31	31	AbEvents.json	804501
Durable	硬化	14	48	BattleKeywords_Mirror4.json	MDHMab
Resolution	觉悟	19	43	Passives.json	1020301
Eye of Precognition	预知眼	28	33	BattleKeywords-a1c9p3.json	FutureEyeOn
Lordsguard	护卫	3	58	BattleKeywords.json	HeishouSupportProtect
Reminiscence	追忆	25	36	EGOgift_MirrorDungeon.json	9179
A Bad Dream	噩梦	2	59	StageNode1-3.json	10319
Screening Room	放映室	6	55	StageNode1-4.json	10447
Silent Regard	观望	4	56	BattleKeywords-a1c9p2.json	LvDownLittleFingerBoss
Nethersea Brand	溟痕	31	29	BattleKeywords-pilgrimage.json	NetherseaBrand
Embers	余火	51	9	BattleKeywords.json	FaustFlameMothEmber
Parallel Superposition Mode	平行叠加模式	29	31	MirrorDungeonUI_5_InfinityFloor.json	InfinityFloor_CheckEnter_Modal_Title
Rhodes Island	罗德岛	24	36	StageNode91-20.json	912012
Right Arm	右臂	26	33	Enemies-a1c5p1.json	874102
Deal +3% damage	造成的伤害+3%	0	59	MirrorDungeonUI_2.json	md3_buffs_summaryDesc_122
Starlight Bonus	星芒奖励	25	34	MirrorDungeonUI_5.json	mirror_dungeon_start_bonus_formation_rest_point
Will of the Prescript	指令之意	22	37	Passives.json	1021403
Overwhelm	压制	12	47	Passives_Abnormality-a1c8p2.json	113708
Concentration	沉浸	15	44	Passives_Abnormality-a1c9p3.json	133705
Strife	争斗	17	42	StageNode91-7.json	910702
Heishou Pack - Wei Branch	黑兽 - 未	0	59	UnitKeyword.json	UnitKeyword_BLACK_BEAST_SHEEP
Afterimage Entanglement	残像纠缠	28	30	BattleKeywords-a1c9p2.json	TimeEntangleDesc
Dimensional Rift	次元裂痕	27	31	BattleKeywords.json	DimensionRift
Load	载荷	43	15	BattleKeywords.json	ChargeLoad
Seonbae	前辈	9	49	Passives.json	1021603
Harden	硬化	10	48	Passives_Abnormality-a1c5p3.json	810801
The Club	会所	11	47	StageNode-a1c5p1.json	10506
Spore	孢子	31	26	BattleKeywords.json	MeursaultBeeSpore
Grandeur	庄严	11	46	EGOgift_MirrorDungeon.json	9124
Mirror of Immortality	永生之镜	29	28	MirrorDungeonName.json	mirrordungeon_name_6
Claim Rewards	领取奖励	9	48	MirrorDungeonUI.json	mirrordungeon_acquire_rewards
Homeward Bound	回家	2	55	StageNode-a1c9p2.json	10934
Pink Shoes	粉红鞋	26	30	AbnormalityGuides-a1c9p1.json	1317
Headless Ichthys	断首鱼	29	27	AbnormalityGuides.json	8031
Slash DMG Up	斩击伤害强化	27	29	BattleKeywords.json	SlashDamageUp
Wild Hunt	狂猎	24	32	BattleKeywords.json	WildHunt
Candle	蜡烛	20	36	Enemies-a1c5p3.json	8107
